Sales Office,Sales Group,Customer,Name 1,Street,Telephone 1,Telephone 2,Transportation zone,Description,Postal Code,Sales district,City,Terms of Payment,Credit limit,Delivering Plant,Risk category,Distribution Channel,Customer group,Division,Changed On Sales Data,Created On Sales Data,Personnel Number,Representative no.,JWK SALESMAN,MonFrom1,MonFrom2,TueFrom1,Unnamed: 27,WedFrom1,WedFrom2,ThuFrom1,ThuFrom2,FriFrom1,FriFrom2,SatFrom1,SatFrom2,Personnel Name,Latitude,Longitude,Optimized JWK,road_node,Cycle,_temp_cycle
C051,188,3115462,ASYACHA MART,JL.KESEHATAN RT.1/5 KEL.PRINGSEWU SELATAN KEC.PRINGSEWU,082180181195,,2051036,Pringsewu,35673,35673,LAMPUNG,Z00,0,3006,5.0,2,14,77,01.02.2026,2023-04-17 00:00:00,90052353,90052353,SENIN GENAP,0 ,08:00:00,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,REKI YULIANDRI,-5.361892,104.974944,KAMIS GENAP,"(-5.39576, 105.02377)",Genap,Genap
C051,188,3120742,WR.ARYA,DSN.SUKA BAKTI RT.22-7 KEL.PASAR BARU KEC.KEDONDONG,085609158805,,2051016,Kedondong,35368,35368,LAMPUNG,Z00,0,3006,5.0,2,14,77,01.02.2026,2023-04-18 00:00:00,90052353,90052353,RABU GANJIL,0 ,0 ,0 ,0 ,08:00:00,0 ,0 ,0 ,0 ,0 ,0 ,0 ,REKI YULIANDRI,-5.469102,105.008473,SABTU GANJIL,"(-5.46927, 105.00836)",Ganjil,Ganjil
C051,188,314162,TK.YULI,JL.T.CIK DITIRO RT.13 LK.II GG.MELATI 2 KEL.SUMBERREJO,+6281279641100,,2051068,Kemiling,35153,35153,LAMPUNG,Z00,0,3006,5.0,2,13,77,09.04.2026,2016-10-27 00:00:00,90051274,99999085,KAMIS,0 ,0 ,0 ,08:00:00,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,SUPRAYOGA ABDI PUTRA,-5.3948778,105.2168887,SELASA,"(-5.39539, 105.21865)",Weekly,Genap
C051,188,314237,FAHRI,JL. GADING REJO DKT MESJID AL JIHAD,+6285366157737,,2051011,Gading Rejo,35366,35366,LAMPUNG,Z14,2000000,3006,1.0,2,69,77,14.02.2026,2016-10-27 00:00:00,90052353,90052353,SABTU GENAP,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,08:00:00,REKI YULIANDRI,-5.37561,105.06904,JUMAT GENAP,"(-5.37597, 105.06896)",Genap,Genap
C051,188,314240,BINTANG UTAMA,Jl.AHMAD YANI DUSUN SUMBER SARI 2,081283098734,,2051156,Gedong Tata'an,35366,35366,LAMPUNG,Z12,6305550,3006,1.0,2,13,77,30.03.2026,2016-10-27 00:00:00,90051274,90051274,JUMAT,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,08:00:00,08:00:00,0 ,0 ,SUPRAYOGA ABDI PUTRA,-5.3568001,105.1456253,KAMIS,"(-5.35659, 105.1455)",Weekly,Weekly
C051,188,314255,ROHMAN,JL.AHMAD YANI RT.1/4 NO.72 KEL.SUKARAJA KEC.GEDONG TATAAN,082179859089,85789924920,2051156,Gedong Tata'an,35366,35366,LAMPUNG,Z12,2000000,3006,1.0,2,69,77,01.02.2026,2016-10-27 00:00:00,90052353,90052353,SELASA,0 ,0 ,0 ,08:00:00,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,REKI YULIANDRI,-5.3898167,105.1047317,JUMAT,"(-5.38977, 105.10549)",Weekly,Genap
C051,188,314279,WARUNG ECHA CELL,JL.PURNAWIRAWAN1 LANGKAPURA,+6289628983745,,2051068,Kemiling,35153,35153,LAMPUNG,Z00,0,3006,5.0,2,13,77,09.04.2026,2016-10-27 00:00:00,90051274,90051274,KAMIS,0 ,0 ,0 ,0 ,0 ,0 ,08:00:00,08:00:00,0 ,0 ,0 ,0 ,SUPRAYOGA ABDI PUTRA,-5.389491,105.225078,SELASA,"(-5.38929, 105.22498)",Weekly,Weekly
C051,188,314340,LUSI,JL.RAYA NATAR DESA REJO SARI,085881936425,,2051028,Natar,35362,35362,LAMPUNG,Z00,0,3006,5.0,2,13,77,30.03.2026,2016-10-27 00:00:00,90051274,90051274,SELASA,0 ,0 ,08:00:00,08:00:00,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,SUPRAYOGA ABDI PUTRA,-5.29692,105.15366,JUMAT,"(-5.29362, 105.14961)",Weekly,Weekly
C051,188,314444,DESI,JL RAYA TEGINENENG GG SIMPANG LAS,85279174058,,2051028,Natar,35362,35362,LAMPUNG,Z00,0,3006,5.0,2,13,77,30.03.2026,2016-10-27 00:00:00,90051274,90051274,SABTU,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,08:00:00,08:00:00,SUPRAYOGA ABDI PUTRA,-5.2164133,105.1791167,SENIN,"(-5.19439, 105.17669)",Weekly,Weekly
C051,188,3181820,WR.GATOT,JL.RAYA WONOKRIYO RT.1/6 KEL.WONODADI KEC.GADING REJO,085368516454,,2051011,Gading Rejo,35372,35372,LAMPUNG,Z00,0,3006,5.0,2,69,77,27.04.2026,2023-04-28 00:00:00,90052353,90052353,KAMIS GANJIL,0 ,0 ,0 ,0 ,0 ,0 ,08:00:00,0 ,0 ,0 ,0 ,0 ,REKI YULIANDRI,-5.373605,105.044103,KAMIS GANJIL,"(-5.3939, 105.05272)",Ganjil,Ganjil
C051,188,319196,ALFAMART PS. SUMBER AGUNG,JL.DOYODIRJO PASAR SUMBER AGUNG DSN.II RT.01 RW.02,0721-7620888,,2051057,Sumber Agung,35376,35376,LAMPUNG,Z30,1,3006,1.0,1,43,77,01.02.2026,2016-11-08 00:00:00,90052003,90052003,SENIN,08:00:00,08:00:00,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,TAUFAN DWI SEPTIAN,-5.4141483,104.9384083,KAMIS,"(-5.4365, 104.96428)",Weekly,Weekly
C051,188,319197,ALFAMART BANDUNG BARU,JL.PASAR BANDUNG BARU RT/RW.01/01 KEL.BANDUNG BARU,0721-7620888,,2051123,Adiluwi,35373,35373,LAMPUNG,Z30,1,3006,1.0,1,43,77,01.02.2026,2016-11-08 00:00:00,90052003,90052003,SENIN,08:00:00,08:00:00,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,TAUFAN DWI SEPTIAN,-5.26538,104.98026,SELASA,"(-5.25893, 105.02571)",Weekly,Weekly
C051,188,319198,ALFAMART PS BANYUMAS,JL.PS.BANYUMAS DSN.V RT/RW.14/05 KEL.BANYUMAS,0721-7620888,,2051158,Rowo Rejo,35373,35373,LAMPUNG,Z30,1,3006,1.0,1,43,77,01.02.2026,2016-11-08 00:00:00,90052003,90052003,SENIN,08:00:00,08:00:00,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,TAUFAN DWI SEPTIAN,-5.28754,104.91735,SENIN,"(-5.34852, 104.87056)",Weekly,Weekly
C051,188,319212,ALFAMART A YANI 2 METRO,"JL. A. YANI NO. 182 RT. 037 RW. 017, KEL. IRING MULYO,",0721-7620888,,2051027,Metro,34114,34114,LAMPUNG,Z30,1,3006,1.0,1,43,77,01.02.2026,2016-11-08 00:00:00,90052003,90052003,JUMAT,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,08:00:00,08:00:00,0 ,0 ,TAUFAN DWI SEPTIAN,-5.1245,105.32154,SELASA,"(-5.17647, 105.21137)",Weekly,Weekly
C051,188,319215,ALFAMART A. YANI METRO,JL. A YANI NO.110 RT. 31 LINGK. VII,0721-7620888,,2051027,Metro,34111,34111,LAMPUNG,Z30,1,3006,1.0,1,43,77,01.02.2026,2016-11-08 00:00:00,90052003,90052003,JUMAT,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,08:00:00,08:00:00,0 ,0 ,TAUFAN DWI SEPTIAN,-5.11958,105.31954,SELASA,"(-5.17647, 105.21137)",Weekly,Weekly
C051,188,319216,ALFAMART AH. NASUTION,JL. AH NASUTION NO.275 RT.21 LINGK. III,0721-7620888,,2051027,Metro,34112,34112,LAMPUNG,Z30,1,3006,1.0,1,43,77,01.02.2026,2016-11-08 00:00:00,90052003,90052003,JUMAT,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,08:00:00,08:00:00,0 ,0 ,TAUFAN DWI SEPTIAN,-5.1054033,105.3330449,SELASA,"(-5.17647, 105.21137)",Weekly,Weekly
C051,188,319217,ALFAMART SOEKARNO HATTA - LPG,JL. SOEKARNO HATTA RT.14 LINGK.IV,0721-7620888,,2051027,Metro,34125,34125,LAMPUNG,Z30,1,3006,1.0,1,43,77,01.02.2026,2016-11-08 00:00:00,90052003,90052003,JUMAT,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,08:00:00,08:00:00,0 ,0 ,TAUFAN DWI SEPTIAN,-5.1381299,105.296622,SELASA,"(-5.17647, 105.21137)",Weekly,Weekly
C051,188,319218,ALFAMART SUTAN SYAHRIR LPG,JL.SUTAN SYAHRIR /STADION NO.2 RT.13 RW.05 KEL TEJO AGUNG,0721-7620888,,2051027,Metro,34124,34124,LAMPUNG,Z30,1,3006,1.0,1,43,77,01.02.2026,2016-11-08 00:00:00,90052003,90052003,JUMAT,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,08:00:00,08:00:00,0 ,0 ,TAUFAN DWI SEPTIAN,-5.1344,105.32014,SELASA,"(-5.17647, 105.21137)",Weekly,Weekly
C051,188,319219,ALFAMART SPBU NATAR FRC,"JL. RAYA CANDIMAS RT 19, RW 08",0721-7620888,,2051028,Natar,35362,35362,LAMPUNG,Z30,1,3006,1.0,1,43,77,01.02.2026,2016-11-08 00:00:00,90052003,90052003,SELASA,0 ,0 ,08:00:00,08:00:00,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,TAUFAN DWI SEPTIAN,-5.2582697,105.1849489,SELASA,"(-5.26744, 105.17058)",Weekly,Weekly
C051,188,319220,ALFAMART A. YANI 3 METRO FRC,JL. A. YANI NO.155 RT/RW 28/13,0721-7620888,,2051027,Metro,34112,34112,LAMPUNG,Z30,1,3006,1.0,1,43,77,01.02.2026,2016-11-08 00:00:00,90052003,90052003,JUMAT,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,08:00:00,08:00:00,0 ,0 ,TAUFAN DWI SEPTIAN,-5.12061,105.32178,SELASA,"(-5.17647, 105.21137)",Weekly,Weekly
C051,188,319221,ALFAMART PEKALONGAN LPG,"JL.JEND.SUDIRMAN NO.8 RT.01,LINGK.01 KEL.PEKALONGAN",0721-7620888,,2051032,Pekalongan Lampung,34191,34191,LAMPUNG,Z30,1,3006,1.0,1,43,77,01.02.2026,2016-11-08 00:00:00,90052003,90052003,JUMAT,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,08:00:00,08:00:00,0 ,0 ,TAUFAN DWI SEPTIAN,-5.083015,105.3593133,SELASA,"(-5.17647, 105.21137)",Weekly,Weekly
C051,188,319222,ALFAMART MARGOTOTO,JL.RAYA PASAR MARGOTOTO DSN.IV RT.14 RW.07 KEL.MARGOTOTO,0721-7620888,,2051027,Metro,34191,34125,LAMPUNG,Z30,1,3006,1.0,1,43,77,01.02.2026,2016-11-08 00:00:00,90052003,90052003,JUMAT,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,08:00:00,08:00:00,0 ,0 ,TAUFAN DWI SEPTIAN,-5.1872504,105.3159513,SELASA,"(-5.17647, 105.21137)",Weekly,Weekly
C051,188,319231,ALFAMART YOS SUDARSO PANJANG,JL. YOS SUDARSO NO.8 RT.011 LINGKUNGAN 3,0721-7620888,,2051031,Panjang,35241,35241,LAMPUNG,Z30,1,3006,1.0,1,43,77,06.02.2026,2016-11-08 00:00:00,90052003,90052003,RABU,0 ,0 ,0 ,0 ,08:00:00,08:00:00,0 ,0 ,0 ,0 ,0 ,0 ,TAUFAN DWI SEPTIAN,-5.469182,105.32218,JUMAT,"(-5.46917, 105.32222)",Weekly,Weekly
C051,188,319236,ALFAMART WAY RATAI HANURA,JL.WAY RATAI RT.01/02 PS.HANURA KEL.HANURA,0721-7620888,,2051093,Hanura,35451,35451,LAMPUNG,Z30,1,3006,1.0,1,43,77,06.02.2026,2016-11-08 00:00:00,90052003,90052003,SELASA,0 ,0 ,08:00:00,08:00:00,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,TAUFAN DWI SEPTIAN,-5.5348534,105.2381633,JUMAT,"(-5.53491, 105.23845)",Weekly,Weekly
C051,188,319237,ALFAMART WAY RATAI WATES 2,JL. RAYA WAY RATAI RT. 002 RW. 003,0721-7620888,,2051069,"Padang Cermin, Umbul",35451,35451,LAMPUNG,Z30,1,3006,1.0,1,43,77,06.02.2026,2016-11-08 00:00:00,90052003,90052003,SELASA,0 ,0 ,08:00:00,08:00:00,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,TAUFAN DWI SEPTIAN,-5.604202,105.075849,KAMIS,"(-5.60451, 105.076)",Weekly,Weekly
C051,188,319238,ALFAMART PADANG CERMIN,"JL. RAYA WAY RATAI RT. 002 RW. 002, KEL. PADANG CERMIN",0721-7620888,,2051069,"Padang Cermin, Umbul",35451,35451,LAMPUNG,Z30,1,3006,1.0,1,43,77,06.02.2026,2016-11-08 00:00:00,90052003,90052003,SELASA,0 ,0 ,08:00:00,08:00:00,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,TAUFAN DWI SEPTIAN,-5.600511,105.139723,KAMIS,"(-5.60067, 105.13962)",Weekly,Weekly
C051,188,3207468,TK.JI N ER MART,JL.DONOMULO DSN II RT 001 RW 004 KEL.DONOMULYO,085764379526,,2051320,Donomulyo,35512,35512,LAMPUNG,Z00,0,3006,5.0,2,58,77,30.03.2026,2025-05-15 00:00:00,90051274,90051274,SENIN,08:00:00,08:00:00,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,SUPRAYOGA ABDI PUTRA,-5.1053959,105.4887338,SENIN,"(-5.17647, 105.21137)",Weekly,Weekly
C051,188,3213117,TK SUMEDI,JL BABUSSALAM DS V RT 021 RW 006 KEL KALIREJO KEC KALIREJO,082289331494,,2051476,Pasar Kali Rejo,34174,34174,LAMPUNG,Z00,0,3006,5.0,2,14,77,13.04.2026,2026-04-13 00:00:00,90052197,90052197,SENIN,0 ,08:00:00,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,YUDDY SYAHPUTRA,,,,,Weekly,Genap
C051,188,3213226,TK LUSI,JL PURAWIJAYA DSN 1 RT 001 RW 001 KEL SENDANG ASRI,085279843295,,2051478,Sendang,34178,34178,LAMPUNG,Z00,0,3006,5.0,2,58,77,09.01.2026,2025-11-17 00:00:00,90052197,90052197,SENIN,0 ,08:00:00,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,YUDDY SYAHPUTRA,-5.167238,104.887595,SELASA,"(-5.26239, 104.79136)",Weekly,Genap
C051,188,3256999,WR.BU ANI,JL.CIDADI BARAT RT.3-5 KEL.CIPADANG KEC.GEDONG TATAAN,+6282177030507,,2051016,Kedondong,35366,35366,LAMPUNG,Z00,0,3006,5.0,2,13,77,29.04.2026,2023-05-11 00:00:00,90052353,90052353,KAMIS GENAP,0 ,0 ,0 ,0 ,0 ,0 ,0 ,08:00:00,0 ,0 ,0 ,0 ,REKI YULIANDRI,-5.41291,105.074817,RABU GENAP,"(-5.41245, 105.07476)",Genap,Genap
C051,188,326064,TK.IYENG,DSN.CILAWANG RT.3/8 NO.69 CIPADANG GEDONG TATAAN,085369436112,,2051016,Kedondong,35381,35381,LAMPUNG,Z00,0,3006,5.0,2,14,77,01.02.2026,2016-12-29 00:00:00,90052353,90052353,KAMIS GENAP,0 ,0 ,0 ,0 ,0 ,0 ,0 ,08:00:00,0 ,0 ,0 ,0 ,REKI YULIANDRI,-5.417535,105.0695967,KAMIS GENAP,"(-5.41726, 105.06947)",Genap,Genap
C051,188,327716,CHAMART GAJAH MADA,"JALAN GAJAH MADA NO. 51 KOTA BARU, TANJUNGKARANG,",08129996232,08129996232,2051095,Antasari,35131,35131,LAMPUNG,Z30,10000000,3006,1.0,1,12,77,06.02.2026,2017-01-11 00:00:00,90052003,90051489,SELASA,0 ,0 ,08:00:00,08:00:00,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,TAUFAN DWI SEPTIAN,-5.416676,105.267023,JUMAT,"(-5.41652, 105.26715)",Weekly,Weekly
C051,188,327719,CHAMART RAJABASA,"JALAN ZA PAGAR ALAM NO. 1 2 3 B, RAJABASA,",0721770042,08129995232,2051096,Rajabasa,35144,35144,LAMPUNG,Z30,10000000,3006,1.0,1,12,77,30.03.2026,2017-01-11 00:00:00,90051274,90051274,RABU,0 ,0 ,0 ,0 ,08:00:00,08:00:00,0 ,0 ,0 ,0 ,0 ,0 ,SUPRAYOGA ABDI PUTRA,-5.3682973,105.2353117,SELASA,"(-5.36816, 105.23535)",Weekly,Weekly
C051,188,327723,CHAMART SUDIRMAN,"JALAN JEND. SUDIRMAN NO.66 ENGGAL, TANJUNGKARANG BARAT",08129996232,08129996232,2051048,Tanjung Karang,35118,35118,LAMPUNG,Z30,10000000,3006,1.0,1,12,77,06.02.2026,2017-01-11 00:00:00,90052003,90051489,SELASA,0 ,0 ,08:00:00,08:00:00,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,TAUFAN DWI SEPTIAN,-5.4227455,105.2622657,JUMAT,"(-5.42249, 105.26245)",Weekly,Weekly
C051,188,327960,CHAMART TIRTAYASA,"JALAN SULTAN AGENG TIRTAYASA, SUKABUMI",0721702563,08129996232,2051103,Tirtayasa,35134,35134,LAMPUNG,Z30,10000000,3006,1.0,1,12,77,06.02.2026,2017-01-12 00:00:00,90052003,90051489,RABU,0 ,0 ,0 ,0 ,08:00:00,08:00:00,0 ,0 ,0 ,0 ,0 ,0 ,TAUFAN DWI SEPTIAN,-5.3961684,105.3007969,JUMAT,"(-5.3964, 105.30073)",Weekly,Weekly
C051,188,327961,CHAMART LEGUNDI,"JALAN HI. LETKOL ENDRO SURATMIN NO. 31 SUKARAME,",082281408171,08129996232,2051043,Sukarame,35131,35131,LAMPUNG,Z30,10000000,3006,1.0,1,12,77,06.02.2026,2017-01-12 00:00:00,90052003,90051489,RABU,0 ,0 ,0 ,0 ,08:00:00,08:00:00,0 ,0 ,0 ,0 ,0 ,0 ,TAUFAN DWI SEPTIAN,-5.3869416,105.2919734,RABU,"(-5.38696, 105.29177)",Weekly,Weekly
C051,188,327963,CHAMART METRO 1,"JALAN A. YANI NO.93 RT 005 RW 003 IRING MULYO, METRO TIMUR",08129996232,08129996232,2051027,Metro,34111,34111,LAMPUNG,Z30,10000000,3006,1.0,1,12,77,01.02.2026,2017-01-12 00:00:00,90052003,90052003,JUMAT,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,08:00:00,08:00:00,0 ,0 ,TAUFAN DWI SEPTIAN,-5.1181087,105.3171092,SELASA,"(-5.17647, 105.21137)",Weekly,Weekly
C051,188,327967,WR.ANI,DSN.VIII TANJUNG REJO RT.33/13 NO.17 NATAR DPN SKLH YADIKA,085380254513,,2051028,Natar,35362,35362,LAMPUNG,Z00,0,3006,5.0,2,58,77,30.03.2026,2017-01-12 00:00:00,90051274,90051274,RABU,0 ,0 ,0 ,0 ,08:00:00,08:00:00,0 ,0 ,0 ,0 ,0 ,0 ,SUPRAYOGA ABDI PUTRA,-5.320195,105.20455,SELASA,"(-5.35507, 105.22514)",Weekly,Weekly
C051,188,3283443,WR.MBAK TRI,DSN.SRIDADI RT.25-9 KEL.NEGARA RATU KEC.NATAR,085789466818,,2051625,Negara Ratu,35362,35362,LAMPUNG,Z00,0,3006,5.0,2,13,77,13.04.2026,2024-07-08 00:00:00,90051274,90052136,SENIN,08:00:00,08:00:00,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,SUPRAYOGA ABDI PUTRA,-5.321093,105.159888,JUMAT,"(-5.32234, 105.15145)",Weekly,Weekly
C051,188,329019,SRC MARDI,JL.KESEHATAN RT.7/3 NO.58 WALUYO JATI PRINGSEWU,085215180164,,2051002,Ambarawa,35673,35673,LAMPUNG,Z00,0,3006,5.0,2,14,77,27.04.2026,2017-01-20 00:00:00,90052353,90052353,SELASA GENAP,0 ,0 ,0 ,08:00:00,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,REKI YULIANDRI,-5.3692889,104.9666859,RABU GENAP,"(-5.41066, 105.01164)",Genap,Genap
C051,188,329039,TK.BELA,JL.PURNAWIRAWAN SWADAYA X RT.3 NO.57 SBLM MSJD BABUSALAM,082176146248,,2051096,Rajabasa,35152,35152,LAMPUNG,Z00,0,3006,5.0,2,13,77,30.03.2026,2017-01-20 00:00:00,90051274,90051274,RABU,0 ,0 ,0 ,0 ,08:00:00,08:00:00,0 ,0 ,0 ,0 ,0 ,0 ,SUPRAYOGA ABDI PUTRA,-5.3799583,105.2419229,SELASA,"(-5.37984, 105.24203)",Weekly,Weekly
C051,188,329154,TK.ANEK,JL.PTPN VII RT.2/11 NO.21 KEL.CIPADANG KEC.GEDONG TATAAN,082185053476,,2051626,Cipadang Gedong Tata,35371,35371,LAMPUNG,Z00,0,3006,5.0,2,69,77,01.02.2026,2017-01-20 00:00:00,90052353,90052353,JUMAT,0 ,0 ,0 ,0 ,0 ,0 ,0 ,08:00:00,0 ,0 ,0 ,0 ,REKI YULIANDRI,-5.4063763,105.0807167,RABU,"(-5.4066, 105.08063)",Weekly,Genap
C051,188,330468,TK.RIGAN,DSN.MATARAM RT.1/1 NO.203 GADING RE,085269380714,,2051011,Gading Rejo,35372,35372,LAMPUNG,Z00,0,3006,5.0,2,58,77,29.04.2026,2019-03-08 00:00:00,90052353,90052353,KAMIS,0 ,0 ,0 ,0 ,0 ,0 ,08:00:00,0 ,0 ,0 ,0 ,0 ,REKI YULIANDRI,-5.338734,105.037555,SENIN,"(-5.32942, 105.06168)",Weekly,Ganjil
C051,188,331991,TK.FIKRI,DSN.TANJUNG YAKIN RT.1-2 NO.32 PUGU,082185544496,,2051537,Simpang Tangkit,35374,35374,LAMPUNG,Z00,0,3006,5.0,2,69,77,11.01.2026,2024-01-29 00:00:00,90052197,90051787,RABU,0 ,0 ,0 ,0 ,08:00:00,08:00:00,0 ,0 ,0 ,0 ,0 ,0 ,YUDDY SYAHPUTRA,-5.3555569,104.8447968,JUMAT,"(-5.35582, 104.84507)",Weekly,Weekly
C051,188,333192,CHAMART KEDATON 2,"JL. TUPAI LK.II NO.008 SIDODADI, KEDATON,",08129996232,08129996232,2051017,Kedaton,35141,35141,LAMPUNG,Z30,15000000,3006,1.0,1,12,77,06.02.2026,2017-02-25 00:00:00,90052003,90050241,SABTU,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,08:00:00,08:00:00,TAUFAN DWI SEPTIAN,-5.388112,105.261182,RABU,"(-5.38812, 105.26123)",Weekly,Weekly
C051,188,334211,RA.SUPERMARKET & DEPARTEMENT S,JL.SUBING RT.28/10 NO.5 METRO BARAT,089603845150,082282933246,2051201,Purwosari,34111,34111,LAMPUNG,Z14,4000000,3006,1.0,1,A3,77,04.05.2026,2018-03-08 00:00:00,90052003,90051829,KAMIS,0 ,0 ,0 ,0 ,0 ,0 ,08:00:00,08:00:00,0 ,0 ,0 ,0 ,TAUFAN DWI SEPTIAN,-5.0880558,105.2842578,SENIN,"(-5.15418, 105.19873)",Weekly,Weekly
C051,188,3345003,TK.SRC MBA TAS,JL.BAGELEN V RT.2/1 KEL.BAGELEN KEC.GEDONG TATAAN,085865367343,,2051156,Gedong Tata'an,35366,35366,LAMPUNG,Z00,0,3006,5.0,2,69,77,01.02.2026,2023-05-27 00:00:00,90052353,90052353,SELASA GENAP,0 ,0 ,0 ,08:00:00,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,REKI YULIANDRI,-5.376914,105.109179,JUMAT GENAP,"(-5.3767, 105.10915)",Genap,Genap
C051,188,3349239,WR.AFNAN,JL.KEBUDAYAAN RT.2/5 KEL.WONODADI KEC.GADING REJO,085273261404,,2051011,Gading Rejo,35372,35372,LAMPUNG,Z00,0,3006,5.0,2,42,77,30.03.2026,2023-05-28 00:00:00,90052353,90052353,KAMIS GANJIL,0 ,0 ,0 ,0 ,0 ,0 ,08:00:00,0 ,0 ,0 ,0 ,0 ,REKI YULIANDRI,-5.378681,105.052004,KAMIS GANJIL,"(-5.39115, 105.05897)",Ganjil,Ganjil
C051,188,3351372,TK.HARISTA,DSN.4 RT.3/4 KEL.SUMBER AGUNG KEC.AMBARAWA,085758030319,,2051002,Ambarawa,35673,35673,LAMPUNG,Z00,0,3006,5.0,2,14,77,23.01.2026,2023-05-29 00:00:00,90052197,90052197,JUMAT GENAP,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,08:00:00,0 ,0 ,YUDDY SYAHPUTRA,-5.413358,104.92125,KAMIS GENAP,"(-5.42773, 104.88229)",Genap,Genap
C051,188,337225,CHAMART PALAPA,"JALAN CUT NYAK DIEN NO.83 KALIAWI, TANJUNGKARANG,",08129996232,08129996232,2051068,Kemiling,35154,35154,LAMPUNG,Z30,15000000,3006,1.0,1,12,77,06.02.2026,2017-04-10 00:00:00,90052003,90052003,SELASA,0 ,0 ,08:00:00,08:00:00,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,TAUFAN DWI SEPTIAN,-5.4133433,105.2468717,RABU,"(-5.41329, 105.24701)",Weekly,Weekly
C051,188,3392229,WR.LAS,JL.KH GHOLIB RT.3/5 GG.PANDA KEL.PRINGSEWU UTARA,081803525011,,2051036,Pringsewu,35673,35673,LAMPUNG,Z00,0,3006,5.0,2,69,77,01.02.2026,2023-06-07 00:00:00,90052353,90052353,JUMAT GANJIL,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,08:00:00,0 ,0 ,0 ,REKI YULIANDRI,-5.343026,104.979068,KAMIS GANJIL,"(-5.39576, 105.02377)",Ganjil,Ganjil
C051,188,339262,TK.WANDA,DSN.SUMBER AGUNG RT.3/1 NO.8 KEL.SUMBER AGUNG KEC.AMBARAWA,082373838784,,2051057,Sumber Agung,35372,35372,LAMPUNG,Z12,2427307,3006,1.0,2,69,77,27.04.2026,2017-05-03 00:00:00,90052197,90052197,SELASA GENAP,0 ,0 ,0 ,08:00:00,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,YUDDY SYAHPUTRA,-5.4141967,104.9397383,RABU GENAP,"(-5.4365, 104.96428)",Genap,Genap
C051,188,3427045,WR.ROHMAN,DES.TANJUNG KERTA KEC.WAY KHILAU KAB.PESAWARAN,+6281367530647,,2051270,Gunung Sari (Pesawar,35368,35368,LAMPUNG,Z00,0,3006,5.0,2,42,77,29.04.2026,2025-02-03 00:00:00,90052197,90051924,RABU GENAP,0 ,0 ,0 ,0 ,0 ,08:00:00,0 ,0 ,0 ,0 ,0 ,0 ,YUDDY SYAHPUTRA,,,,,Genap,Genap
C051,188,343016,CHAMART SULTAN AGUNG,"JL. SULTAN AGUNG LK III RT.015, KEDATON,",081383419003,08129996232,2051071,Way Halim,35141,35141,LAMPUNG,Z30,8000000,3006,1.0,1,12,77,06.02.2026,2017-05-31 00:00:00,90052003,90051489,RABU,0 ,0 ,0 ,0 ,08:00:00,08:00:00,0 ,0 ,0 ,0 ,0 ,0 ,TAUFAN DWI SEPTIAN,-5.3809225,105.2664585,RABU,"(-5.38078, 105.26662)",Weekly,Weekly
