Customer;Name 1;Street;Telephone 1;Telephone 2;Zone;SDst;Represent.;Pers.No.;Sales;#N/A;JWK;MonFrom1;MonFrom2;TueFrom1;TueFrom2;WedFrom1;WedFrom2;ThuFrom1;ThuFrom2;FriFrom1;FriFrom2;SatFrom1;SatFrom2;DChl;CGrp;PayT;Cred.limit;Post.Code;Plnt;Created on;Created on
2951179;TK.INDAH;SUMBER REJO RT.2-2 KEL.SUMBER REJO KEC.LAMBU KIBANG;8.22E+10;;2051149;34593;90052418;90052418;Yuda Nurisman;F2 GT;Sabtu Ganjil;;;;;;;;;;;08:00:00;;2;58;Z00;0;34593;3042;14.03.2023;21.02.2025
2951328;TK.AIDA;PENAWAR BARU RT.2-1 KEL.PENAWAR BARU KEC.GEDUNG AJI;8.24E+10;;2051177;34593;90052418;90052418;Yuda Nurisman;F2 GT;Selasa Ganjil;;;08:00:00;;;;;;;;;;2;58;Z00;0;34593;3042;14.03.2023;22.04.2025
2951347;TK DANI CELL;SUMBER REJO RT 016 RW 002 KEL SUMBER REJO KEC LAMBU KIBANG;8.23E+10;;2051149;34593;90052418;90052418;Yuda Nurisman;F2 GT;Sabtu Ganjil;;;;;;;;;;;08:00:00;;2;14;Z00;0;34593;3042;14.03.2023;11.06.2026
3121782;TK.KIYAI AZKHA;KAGUNGAN DALAM RT.1-3 KEL.KAGUNGAN DALAM KEC.MENGGALA;8.22E+10;;2051185;34593;90052301;90052301;Ihwal Bayu Saddera;F4 GT;Senin;08:00:00;08:00:00;;;;;;;;;;;2;13;Z00;0;34593;3042;18.04.2023;05.02.2025
3121795;TK YULI;MULYA JAYA RT 025 RW 005 KEL MULYA JAYA KEC TULANG BAWANG;8.54E+12;;2051238;34593;90052418;90052418;Yuda Nurisman;F2 GT;Jumat Ganjil;;;;;;;;;08:00:00;;;;2;69;Z00;0;34593;3042;18.04.2023;09.09.2025
3121804;TK DATATRONIK;MULYA KENCANA RT 004 RW 003 KEL MULYA KENCANA KEC TULANG;8.53E+10;;2051238;34593;90052418;90052418;Yuda Nurisman;F2 GT;Jumat Ganjil;;;;;;;;;08:00:00;;;;2;58;Z00;0;34593;3042;18.04.2023;09.09.2025
3121807;TK.NOVA JAYA;PULUNG KENCANA RT.2-2 KEL.PULUNG KENCANA KEC.TULANG BAWANG;8.13E+10;;2051237;34593;90052418;90052418;Yuda Nurisman;F2 GT;Kamis Ganjil;;;;;;;08:00:00;;;;;;2;58;Z00;0;34593;3042;18.04.2023;21.02.2025
3121821;TK.JAYA PRANATA;BANDAR DEWA RT.1-1 KEL.BANDAR DEWA KEC.TULANG BAWANG TENGAH;8.13E+10;;2051085;34593;90052301;90052301;Ihwal Bayu Saddera;F4 GT;Senin;08:00:00;08:00:00;;;;;;;;;;;2;13;Z00;0;34593;3042;18.04.2023;11.06.2025
3121914;TK RADAL;MULYA KENCANA RT 006 RW 005 KEL MULYA KENCANA KEC TULANG;8.54E+10;;2051238;34593;90052418;90052418;Yuda Nurisman;F2 GT;Kamis Genap;;;;;;;;08:00:00;;;;;2;58;Z00;0;34593;3042;18.04.2023;15.09.2025
3121959;TK KARMINI;PANARAGAN JAYA UTAMA RT 002 RW 005 KEC TULANG BAWANG TENGAH;8.54E+10;;2051085;34593;90052418;90052418;Yuda Nurisman;F2 GT;Rabu Ganjil;;;;;08:00:00;;;;;;;;2;14;Z00;0;34593;3042;18.04.2023;23.04.2026
3121970;TK HASIM;PANARAGAN RT 003 RW 003 KEL PANARAGAN KEC TULANG BAWANG;8.54E+10;;2051085;34593;90052418;90052418;Yuda Nurisman;F2 GT;Rabu Ganjil;;;;;08:00:00;;;;;;;;2;14;Z00;0;34593;3042;18.04.2023;26.02.2026
3122013;TK MURNI;PULUNG KENCANA RT 006 RW 005 KEL PULUNG KENCANA KEC TULANG;8.54E+10;;2051237;34593;90052418;90052418;Yuda Nurisman;F2 GT;Kamis Ganjil;;;;;;;08:00:00;;;;;;2;14;Z00;0;34593;3042;18.04.2023;27.02.2026
3122023;TK.KIRANA CELL;SAKTI JAYA RT.5-2 KEL.SAKTI JAYA KEC.GUNUNG TERANG;8.12E+10;;2051570;34593;90052442;90052442;Rudi Anggoro;F2 GT;Senin Genap;;08:00:00;;;;;;;;;;;2;69;Z00;0;34593;3042;18.04.2023;30.05.2025
3122049;TK.TUTI RIYANI;TIRTA KENCANA RW.1-2 KEL.TIRTA KENCANA KEC.TULANG BAWANG;8.57E+11;;2051239;34593;90052418;90052418;Yuda Nurisman;F2 GT;Rabu Ganjil;;;;;08:00:00;;;;;;;;2;14;Z00;0;34593;3042;18.04.2023;07.04.2025
3122068;TK MBK YULI;TOTO MULYO RT 001 RW 001 KEL TOTOMULYO KEC GUNUNG TERANG;8.23E+10;;2051630;34593;90052442;90052442;Rudi Anggoro;F2 GT;Senin Genap;;08:00:00;;;;;;;;;;;2;14;Z00;0;34593;3042;18.04.2023;01.08.2025
5767599;DONALD CELL;JL RONGGOLAWE RT 001 RW 001 KEL DWI WARGA TUNGGAL JAYA;8.54E+10;;2051149;34595;90052449;90052449;Beni Saputra;F2 GT;Kamis Ganjil;;;;;;;08:00:00;;;;;;2;14;Z00;0;34595;3042;27.01.2026;27.01.2026
5793412;TK JEFANYA;TRI MULYA JAYA RT 003 RW 004 KEC BANJAR AGUNG;8.59E+10;;2051131;34595;90052449;90052449;Beni Saputra;F2 GT;Kamis Ganjil;;;;;;;08:00:00;;;;;;2;14;Z00;0;34595;3042;25.02.2026;25.02.2026
3211337;TK.ANDI MART;BANGUN JAYA RT.13-3 KEL.BANGUN JAYA KEC.TANJUNG RAYA;8.54E+10;;2051143;34593;90052442;90052442;Rudi Anggoro;F2 GT;Jumat Genap;;;;;;;;;;08:00:00;;;2;69;Z00;0;34593;3042;03.05.2023;12.06.2025
5793966;TK SUJIO;AJI JAYA KNPI RT 003 RW 005 KEC GEDUNG AJI;8.13E+10;;2051183;34593;90052449;90052449;Beni Saputra;F2 GT;Kamis Ganjil;;;;;;;08:00:00;;;;;;2;14;Z00;0;34593;3042;27.02.2026;27.02.2026
3212792;TK ARVI;DSN DAYA MURNI RT 002 RW 002 KEL DAYA MURNI KEC TUMIJAJAR;8.22E+10;;2051077;34692;90052418;90052418;Yuda Nurisman;F2 GT;Kamis Ganjil;;;;;;;08:00:00;;;;;;2;58;Z00;0;34692;3042;03.05.2023;12.11.2025
3212803;SRC SUKIRNO;MARGA KENCANA RT.4-1 KEL.MARGA KENCANA KEC.TULANG BAWANG;8.53E+10;;2051077;34593;90052418;90052418;Yuda Nurisman;F2 GT;Kamis Ganjil;;;;;;;08:00:00;;;;;;2;69;Z00;0;34593;3042;03.05.2023;15.05.2025
3212806;TK VIKA;MARGA KENCANA RT 007 RW 002 KEL MARGA KENCANA;8.58E+10;;2051077;34593;90052418;90052418;Yuda Nurisman;F2 GT;Kamis Ganjil;;;;;;;08:00:00;;;;;;2;14;Z00;0;34593;3042;03.05.2023;27.11.2025
3212970;TK ANUGERAH;CANDRA KENCANA RT 027 RW 005 KEL CANDRA KENCANA KEC TULANG;8.14E+10;;2051238;34693;90052418;90052418;Yuda Nurisman;F2 GT;Kamis Genap;;;;;;;;08:00:00;;;;;2;14;Z00;0;34693;3042;03.05.2023;01.04.2026
3212971;WR BUDE ARI;CANDRA KENCANA RT 027 RW 005 KEL CANDRA KENCANA KEC TULANG;8.23E+10;;2051238;34593;90052418;90052418;Yuda Nurisman;F2 GT;Kamis Genap;;;;;;;;08:00:00;;;;;2;14;Z00;0;34593;3042;03.05.2023;15.12.2025
3245760;TK.RASKA;BUKO POSO RT.1-7 KEL.BUKO POSO KEC.WAY SERDANG;8.22E+10;;2051145;34593;90052442;90052442;Rudi Anggoro;F2 GT;Senin Ganjil;08:00:00;;;;;;;;;;;;2;58;Z00;0;34593;3042;09.05.2023;08.07.2025
3245761;TK R-TANJUNG;PULUNG KENCANA RT 006 RW 004 KEL PULUNG KENCANA KEC TULANG;8.13E+09;;2051237;34593;90052418;90052418;Yuda Nurisman;F2 GT;Kamis Ganjil;;;;;;;08:00:00;;;;;;2;14;Z00;0;34593;3042;09.05.2023;11.03.2026
3245764;TK.SEMBAKO ALIF RIFKI;TRI TUNGGAL JAYA RT.6-2 KEL.TRI TUNGGAL JAYA KEC.BANJAR;8.54E+10;;2051164;34593;90052301;90052301;Ihwal Bayu Saddera;F4 GT;Selasa;;;08:00:00;08:00:00;;;;;;;;;2;58;Z00;0;34593;3042;09.05.2023;15.05.2025
5799090;TK ALFI MART;KP AJI JAYA KNPI KEC GEDUNG AJI;8.53E+10;;2051183;34682;90052449;90052449;Beni Saputra;F2 GT;Kamis Ganjil;;;;;;;08:00:00;;;;;;2;14;Z00;0;34682;3042;06.03.2026;06.03.2026
3321827;TK.DUA PUTRI;TIRTA KENCANA RT.23-4 KEL.TIRTA KENCANA KEC.TULANG BAWANG;8.53E+10;;2051239;34593;90052418;90052418;Yuda Nurisman;F2 GT;Rabu Ganjil;;;;;08:00:00;;;;;;;;2;69;Z00;0;34593;3042;22.05.2023;21.02.2025
5831229;TK AKBAR CELL 2;BANJAR AGUNG RT 001 RW 003 KEC. BANJAR AGUNG;;8.53E+10;2051145;34595;90052449;90052449;Beni Saputra;F2 GT;Kamis Ganjil;;;;;;;08:00:00;;;;;;2;14;Z00;0;34595;3042;20.05.2026;20.05.2026
209208;TK BU YANI;GEDUNG HARAPAN RT 005 RW 002 KEL GEDUNG HARAPAN KEC PENAWAR;8.24E+10;;2051167;34595;90052449;90052449;Beni Saputra;F2 GT;Kamis Genap;;;;;;;;08:00:00;;;;;2;14;Z00;0;34595;3042;02.01.2014;15.08.2025
2893079;WR ARIS;GEDUNG REJO SAKTI RT 007 RW 003 KEL GEDUNG REJO SAKTI;8.22E+10;;2051167;34593;90052449;90052449;Beni Saputra;F2 GT;Kamis Genap;;;;;;;;08:00:00;;;;;2;58;Z00;0;34593;3042;03.03.2023;15.08.2025
3398547;TK SRC EKO BOWO;MUARA TENANG TIMUR RT 001 RW 001 KEL MUARA TENANG TIMUR;8.24E+10;;2051573;34593;90052442;90052442;Rudi Anggoro;F2 GT;Jumat Ganjil;;;;;;;;;08:00:00;;;;2;58;Z00;0;34593;3042;08.06.2023;13.10.2025
3398549;TK.SEMBAKO MBAH JINEM;MULYA KENCANA RT.5-2 KEL.MULYA KENCANA KEC.TULANG BAWANG;6.29E+12;;2051238;34593;90052301;90052301;Ihwal Bayu Saddera;F4 GT;Senin;08:00:00;08:00:00;;;;;;;;;;;2;13;Z00;0;34593;3042;08.06.2023;05.02.2025
3398550;TK.ITA;JL.MAHAROW BATANG RT.4-2 NO.280 KEL.MENGGALA TENGAH;8.23E+10;;2051185;34593;90052418;90052418;Yuda Nurisman;F2 GT;Senin Genap;;08:00:00;;;;;;;;;;;2;69;Z00;0;34593;3042;08.06.2023;23.04.2025
2893169;WR IMAM JAYA;PASAR BATANG RT 003 RW 001 KEL PASAR BATANG KEC PENAWAR AJI;8.78E+10;;2051167;34593;90052449;90052449;Beni Saputra;F2 GT;Kamis Genap;;;;;;;;08:00:00;;;;;2;14;Z00;0;34593;3042;03.03.2023;10.06.2026
3427068;WR LESTARI/ENI LINA KUSMIATI;WARGA MAKMUR JAYA RT 003 RW 005 KEL WARGA MAKMUR JAYA;8.14E+10;;2051148;34593;90052418;90052418;Yuda Nurisman;F2 GT;Jumat Genap;;;;;;;;;;08:00:00;;;2;14;Z00;0;34593;3042;14.06.2023;11.08.2025
3435705;WR.SRC DARMADI;BAWANG SAKTI JAYA RT.2-1 KEL.BAWANG SAKTI JAYA;8.23E+10;;2051176;34593;90052418;90052418;Yuda Nurisman;F2 GT;Selasa Genap;;;;08:00:00;;;;;;;;;2;58;Z00;0;34593;3042;16.06.2023;11.07.2025
3464053;WR IIN;TITRA KENCANA RT.32-8 KEL.TIRTA KENCANA KEC.TULANG BAWANG;8.23E+10;;2051239;34593;90052418;90052418;Yuda Nurisman;F2 GT;Jumat Ganjil;;;;;;;;;08:00:00;;;;2;69;Z00;0;34593;3042;21.06.2023;11.06.2025
3584685;TK FAISAL;MUARA TENANG RT 012 RW 004 KEL MUARA TENANG KEC TANJUNG RAYA;8.12E+10;;2051573;34593;90052442;90052442;Rudi Anggoro;F2 GT;Jumat Genap;;;;;;;;;;08:00:00;;;2;14;Z00;0;34593;3042;11.07.2023;13.05.2026
2913549;WR DEVI SRIAMI;PASAR BATANG RT 010 RW 003 KEL BATANG HARI KEC PENAWAR AJI;8.23E+10;;2051167;34593;90052449;90052449;Beni Saputra;F2 GT;Kamis Genap;;;;;;;;08:00:00;;;;;2;14;Z00;0;34593;3042;06.03.2023;10.06.2026
2913560;WR KHOTIJAH;BANGUN REJO RT 005 RW 003 KEL BANGUN REJO KEC MERAKSA AJI;8.53E+10;;2051167;34593;90052449;90052449;Beni Saputra;F2 GT;Kamis Genap;;;;;;;;08:00:00;;;;;2;14;Z00;0;34593;3042;06.03.2023;12.06.2026
3692859;TK FAIZ;WIRA BANGUN RT.1-5 KEL.WIRA BANGUN KEC.SIMPANG PEMATANG;8.53E+10;;2051382;34593;90052442;90052442;Rudi Anggoro;F2 GT;Sabtu Genap;;;;;;;;;;;;08:00:00;2;58;Z00;0;34593;3042;28.07.2023;14.07.2025
3730312;TOKO PAK SURYANI (PAK SUR);ADI KARYA MULYA RT.1-1 KEL.ADI KARYA MULYA KEC.PACA JAYA;8.95E+10;;2051682;34593;90052442;90052442;Rudi Anggoro;F2 GT;Selasa Ganjil;;;08:00:00;;;;;;;;;;2;13;Z00;0;34593;3042;02.08.2023;18.02.2025
3781370;WR PATMI;MEKAR SARI JAYA RT.5-2 KEL.MEKAR SARI JAYA KEC.LAMBU KIBANG;8.22E+10;;2051149;34593;90052418;90052418;Yuda Nurisman;F2 GT;Sabtu Ganjil;;;;;;;;;;;08:00:00;;2;69;Z00;0;34593;3042;10.08.2023;13.02.2025
3781399;TK SUSI ARSA;BALAM ASRI RT.2-2 KEL.BALAM ASRI KEC.WAY KENANGA;8.58E+10;;2051175;34595;90052301;90052301;Ihwal Bayu Saddera;F4 GT;Kamis;;;;;;;08:00:00;08:00:00;;;;;2;58;Z00;0;34595;3042;10.08.2023;10.02.2025
2913594;WR SERLY;GEDUNG REJO SAKTI RT 012 RW 004 KEL GEDUNG REJO SAKTI;8.23E+10;;2051167;34593;90052449;90052449;Beni Saputra;F2 GT;Kamis Genap;;;;;;;;08:00:00;;;;;2;58;Z00;0;34593;3042;06.03.2023;27.08.2025
3781460;TK MARMI;CATUR KARYA BUANA JAYA RT.1-4 KEL.CATUR KARYA BUANA JAYA;8.23E+10;;2051183;34595;90052301;90052301;Ihwal Bayu Saddera;F4 GT;Selasa;;;08:00:00;08:00:00;;;;;;;;;2;13;Z00;0;34595;3042;10.08.2023;22.05.2025
3831172;ETIH FARIDA;PAGAR JAYA RT.3-1 KEL.PAGAR JAYA KEC.LAMBU KIBANG;8.22E+10;;2051149;34593;90052418;90052418;Yuda Nurisman;F2 GT;Sabtu Ganjil;;;;;;;;;;;08:00:00;;2;14;Z00;0;34593;3042;19.08.2023;15.01.2025
3831653;SANTI;PAGAR JAYA RT.8-2 KEL.PAGAR JAYA KEC.LAMBU KIBANG;8.54E+10;;2051149;34593;90052418;90052418;Yuda Nurisman;F2 GT;Sabtu Ganjil;;;;;;;;;;;08:00:00;;2;69;Z00;0;34593;3042;19.08.2023;15.01.2025
3860167;TOKO GALIH;SUKA MANDIRI RT.1-1 KEL.SUKA MANDIRI KEC.WAY SERDANG;8.23E+10;;2051171;34593;90052442;90052442;Rudi Anggoro;F2 GT;Kamis Ganjil;;;;;;;08:00:00;;;;;;2;58;Z00;0;34593;3042;24.08.2023;26.05.2025
3861425;WR MAK YUN;BUJUNG SARI MARGA RT.2-2 KEL.BUJUNG SARI MARGA KEC.PAGAR;8.58E+10;;2051178;34593;90052418;90052418;Yuda Nurisman;F2 GT;Selasa Genap;;;;08:00:00;;;;;;;;;2;69;Z00;0;34593;3042;24.08.2023;06.01.2025
2913602;WR.SRI WAHYUNI;KARYA BHAKTI RT.2-1 KEL.KARYA BHAKTI KEC.MERAKSA AJI;8.53E+10;;2051166;34593;90052449;90052449;Beni Saputra;F2 GT;Kamis Genap;;;;;;;;08:00:00;;;;;2;69;Z00;0;34593;3042;06.03.2023;26.06.2025
3903210;WR RITA;MUARA TENANG TIMUR RT.9-3 KEL.MUARA TENANG TIMUR;8.23E+10;;2051573;34593;90052442;90052442;Rudi Anggoro;F2 GT;Jumat Genap;;;;;;;;;;08:00:00;;;2;69;Z00;0;34593;3042;01.09.2023;21.02.2025
3907339;TOKO MBA ENDANG;FAJAR BARU RT.12-6 KEL.FAJAR BARU KEC.PANCA JAYA;8.23E+10;;2051682;34593;90052301;90052301;Ihwal Bayu Saddera;F4 GT;Jumat;;;;;;;;;08:00:00;08:00:00;;;2;13;Z00;0;34593;3042;02.09.2023;23.06.2025
3971628;WR KEISHA;TOTO MULYO RT 003 RW 001 KEL TOTO MULYO KEC GUNUNG TERANG;8.23E+10;;2051630;34593;90052442;90052442;Rudi Anggoro;F2 GT;Senin Genap;;08:00:00;;;;;;;;;;;2;69;Z00;0;34593;3042;13.09.2023;17.07.2025
4079244;WR DWI PRASETYO;LESUNG BHAKTI JAYA RT.12-3 KEL.LESUNG BHAKTI JAYA KEC.LAMBU;8.22E+10;;2051178;34593;90052418;90052418;Yuda Nurisman;F2 GT;Selasa Genap;;;;08:00:00;;;;;;;;;2;58;Z00;0;34593;3042;02.10.2023;13.06.2025
4091523;TK.INTAN;AGUNG JAYA RT 008 RW 002 KEL AGUNG JAYA KEC WAY KENANGA;8.24E+10;;2051149;34593;90052301;90052301;Ihwal Bayu Saddera;F4 GT;Kamis;;;;;;;08:00:00;08:00:00;;;;;2;13;Z00;0;34593;3042;05.10.2023;15.07.2025
4091662;TK BU KATINAH;KIBANG MULYA JAYA RT 012 RW 004 KEL KIBANG MULYA KEC LAMBU;8.23E+10;;2051392;34593;90052418;90052418;Yuda Nurisman;F2 GT;Senin Ganjil;08:00:00;;;;;;;;;;;;2;14;Z00;0;34593;3042;05.10.2023;01.04.2026
4091667;TK.ADHE CELL;MEKAR JAYA RT 002 RW 002 KEL MEKAR JAYA KEC GUNUNG AGUNG;8.54E+10;;2051152;34593;90052301;90052301;Ihwal Bayu Saddera;F4 GT;Kamis;;;;;;;08:00:00;08:00:00;;;;;2;13;Z00;0;34593;3042;05.10.2023;15.07.2025
2913605;WR.JAYA MANDIRI;DS.KECUBUNG MULYA RT.3-4 KEL.KECUBUNG RAYA KEC.GEDUNG AJI;8.87E+10;;2051165;34593;90052449;90052449;Beni Saputra;F2 GT;Kamis Genap;;;;;;;;08:00:00;;;;;2;69;Z00;0;34593;3042;06.03.2023;16.06.2025
4091686;TK BUNGA WMJ;WARGA MAKMUR JAYA RT 001 RW 004 KEL WARGA MAKMUR JAYA;8.20E+10;;2051148;34593;90052418;90052418;Yuda Nurisman;F2 GT;Jumat Genap;;;;;;;;;;08:00:00;;;2;14;Z00;0;34593;3042;05.10.2023;19.02.2026
4091813;TK.BU WINDI;KIBANG TRI JAYA RT.18-4 KEL.KIBANG TRI JAYA KEC.LAMBU KIBANG;8.23E+10;;2051149;34593;90052418;90052418;Yuda Nurisman;F2 GT;Senin Ganjil;08:00:00;;;;;;;;;;;;2;69;Z00;0;34593;3042;05.10.2023;28.03.2025
4091939;WR.MELSI;JL LINTAS TIMUR RT 005 RW 3 KEL CAHYOU RANDU KEC PAGAR DEWA;8.54E+10;;2051176;34593;90052418;90052418;Yuda Nurisman;F2 GT;Selasa Ganjil;;;08:00:00;;;;;;;;;;2;14;Z00;0;34593;3042;05.10.2023;01.04.2026
2913651;WR MBAK TITIN;DS PASAR BATANG RT 011 RW 004 KEL BATANG HARI KEC PENAWAR;8.83E+10;;2051167;34593;90052449;90052449;Beni Saputra;F2 GT;Kamis Genap;;;;;;;;08:00:00;;;;;2;58;Z00;0;34593;3042;06.03.2023;17.10.2025
4102456;WR ANISSA;WIRA BANGUN RT 004 RW 002 KEL WIRA BANGUN KEC SIMPANG;8.14E+10;;2051382;34698;90052442;90052442;Rudi Anggoro;F2 GT;Sabtu Genap;;;;;;;;;;;;08:00:00;2;69;Z00;0;34698;3042;06.10.2023;11.09.2025
4145736;TOKO MBAK DWI;GUNUNG AGUNG RT.18-5 KEL.GUNUNG AGUNG KEC.GUNUNG TERANG;6.29E+12;;2051149;34593;90052442;90052442;Rudi Anggoro;F2 GT;Rabu Genap;;;;;;08:00:00;;;;;;;2;69;Z00;0;34593;3042;14.10.2023;08.04.2025
4209075;TK HAFIZ;INDRALOKA JAYA RT.5-6 KEL.INDRALOKA II KEC.WAY KENANGA;8.24E+10;;2051180;34595;90052442;90052442;Rudi Anggoro;F2 GT;Selasa Genap;;;;08:00:00;;;;;;;;;2;69;Z00;0;34595;3042;26.10.2023;07.01.2025
4325131;WR SITI AMINAH;WIRA BANGUN RT 006 RW 001 KEL WIRA BANGUN KEC SIMPANG;8.23E+10;;2051382;34698;90052442;90052442;Rudi Anggoro;F2 GT;Sabtu Genap;;;;;;;;;;;;08:00:00;2;14;Z00;0;34698;3042;17.11.2023;10.04.2026
4347547;SENTRA MART;SUKA JAYA RT.6-3 KEL.SUKA JAYA KEC.GUNUNG AGUNG;6.28E+12;;2051152;34593;90052301;90052301;Ihwal Bayu Saddera;F4 GT;Kamis;;;;;;;08:00:00;08:00:00;;;;;2;58;Z00;0;34593;3042;21.11.2023;05.02.2025
4351496;TK.ANAYA;MARGA KENCANA RT.12-3 KEL.MARGA KENCANA KEC.TULANG BAWANG;8.53E+10;;2051077;34593;90052301;90052301;Ihwal Bayu Saddera;F4 GT;Senin;08:00:00;08:00:00;;;;;;;;;;;2;13;Z00;0;34593;3042;22.11.2023;15.05.2025
4359452;WR TUTIK MARYANTI;TEGAL ARUM RT.2-1 KEL.KIBANG MULYA JAYA KEC.LAMBU KIBANG;8.13E+10;;2051149;34593;90052418;90052418;Yuda Nurisman;F2 GT;Sabtu Genap;;;;;;;;;;;;08:00:00;2;14;Z00;0;34593;3042;24.11.2023;17.03.2025
4431209;TK.GEMBULS BUJUNG BURING;BUJUNG BURING RT.12-6 KEL.BUJUNG BURING KEC.TANJUNG RAYA;8.23E+10;;2051144;34593;90052442;90052442;Rudi Anggoro;F2 GT;Sabtu Ganjil;;;;;;;;;;;08:00:00;;2;14;Z00;0;34593;3042;07.12.2023;06.02.2025
5341310;WR.DIAN DIANA;KECUBUNG MULYA RT.3-2 KEL.KECUBUNG MULYA KEC.GEDUNG AJI;8.54E+10;;2051165;34593;90052449;90052449;Beni Saputra;F2 GT;Kamis Genap;;;;;;;;08:00:00;;;;;2;14;Z00;0;34593;3042;11.11.2024;16.06.2025
4456325;WR AL FATIH;CANDRA JAYA RT 010 RW 003 KEL CANDRA JAYA KEC TULANG BAWANG;8.22E+10;;2051237;34693;90052418;90052418;Yuda Nurisman;F2 GT;Kamis Ganjil;;;;;;;08:00:00;;;;;;2;14;Z00;0;34693;3042;22.12.2023;19.05.2026
4496123;TK.SIWI MUARA TENANG;SRIWIJAYA RT.6-3 KEL.SRIWIJAYA KEC.TANJUNG RAYA;8.23E+10;;2051573;34593;90052442;90052442;Rudi Anggoro;F2 GT;Jumat Ganjil;;;;;;;;;08:00:00;;;;2;69;Z00;0;34593;3042;09.01.2024;13.02.2025
4554258;WR SUSI;PANARAGAN JAYA RT.3-7 KEL.PANARAGAN JAYA KEC.TULANG BAWANG;8.13E+10;;2051085;34693;90052418;90052418;Yuda Nurisman;F2 GT;Rabu Ganjil;;;;;08:00:00;;;;;;;;2;14;Z00;0;34693;3042;29.01.2024;23.04.2025
4582342;TK.FIFIT;MUARA TENANG TIMUR RT.2-1 KEL.MUARA TENANG TIMUR KEC.TANJUNG;8.23E+10;;2051573;34593;90052442;90052442;Rudi Anggoro;F2 GT;Jumat Ganjil;;;;;;;;;08:00:00;;;;2;58;Z00;0;34593;3042;07.02.2024;22.05.2025
5490503;TK.YOHANES;DESA BINA BUMI KEL.BINA BUMI KEC.MEMAKSA AJI;8.54E+10;;2051166;30959;90052449;90052449;Beni Saputra;F2 GT;Kamis Genap;;;;;;;;08:00:00;;;;;2;14;Z00;0;30959;3042;03.02.2025;03.02.2025
4583718;TOKO BIRU;TIYUH TUNGGAL WARGA RT 02 RW 04 KEC BANJAR AGUNG;6.29E+12;;2051148;34595;90052418;90052418;Yuda Nurisman;F2 GT;Jumat Genap;;;;;;;;;;08:00:00;;;2;14;Z00;0;34595;3042;07.02.2024;23.12.2024
5542039;TK.NIA;BINA BUMI RT.9-7 KEL.BINA BUMI KEC.MERAKSA AJI;8.54E+10;;2051167;34593;90052449;90052449;Beni Saputra;F2 GT;Kamis Genap;;;;;;;;08:00:00;;;;;2;69;Z00;0;34593;3042;05.03.2025;26.06.2025
4627679;TK.PAK GOFUR DKM;DWI KARYA MUSTIKA RT.18-4 KEL.DWI KARYA MUSTIKA;8.53E+10;;2051153;34593;90052442;90052442;Rudi Anggoro;F2 GT;Jumat Ganjil;;;;;;;;;08:00:00;;;;2;69;Z00;0;34593;3042;20.02.2024;03.07.2025
4716660;TK.INDO KUOTA;GEDUNG KARYA JITU RT.1-1 KEL.GEDUNG KARYA JITU;8.52E+10;;2051140;34593;90052301;90052301;Ihwal Bayu Saddera;F4 GT;Sabtu;;;;;;;;;;;08:00:00;08:00:00;2;67;Z00;0;34593;3042;12.03.2024;04.06.2025
5554333;TK.ABI;GEDUNG HARAPAN KEL.GEDUNG HARAPAN KEC.PENAWAR AJI;8.54E+10;;2051167;34593;90052449;90052449;Beni Saputra;F2 GT;Kamis Genap;;;;;;;;08:00:00;;;;;2;69;Z00;0;34593;3042;20.03.2025;20.03.2025
4796981;TK SRI;MULYA JAYA RT 006 RW 002 KEL MULYA JAYA KEC GUNUNG AGUNG;8.24E+10;;2051152;34593;90052442;90052442;Rudi Anggoro;F2 GT;Rabu Genap;;;;;;08:00:00;;;;;;;2;58;Z00;0;34593;3042;29.03.2024;11.08.2025
5560851;TK.ZAIDAH;KECUBUNG JAYA KEL.KECUBUNG JAYA KEC.GEDUNG AJI;8.52E+10;;2051166;34681;90052449;90052449;Beni Saputra;F2 GT;Kamis Genap;;;;;;;;08:00:00;;;;;2;69;Z00;0;34681;3042;09.04.2025;09.04.2025
5560852;WR.MARTINI;KECUBUNG JAYA KEL.KECUBUNG JAYA KEC.GEDUNG AJI;8.58E+10;;2051166;34681;90052449;90052449;Beni Saputra;F2 GT;Kamis Genap;;;;;;;;08:00:00;;;;;2;14;Z00;0;34681;3042;09.04.2025;09.04.2025
5028918;TK.HANIN;DAYA MURNI RT 003 RW 002 KEL DAYA MURNI KEC TUMIJAJAR;8.58E+10;;2051237;34593;90052418;90052418;Yuda Nurisman;F2 GT;Kamis Ganjil;;;;;;;08:00:00;;;;;;2;58;Z00;0;34593;3042;26.05.2024;20.10.2025
5028919;TK.MBAK RINA MARGO MULYO;MARGO MULYO RT.1-1 KEL.MARGO MULYO KEC.MESUJI TIMUR;8.13E+10;;2051573;34593;90052442;90052442;Rudi Anggoro;F2 GT;Jumat Ganjil;;;;;;;;;08:00:00;;;;2;69;Z00;0;34593;3042;26.05.2024;24.03.2025
5073987;TK.RMD;TIRTA KENCANA RT 017 RW 005 KEL TIRTA KENCANA KEC TULANG;8.23E+10;;2051239;34593;90052418;90052418;Yuda Nurisman;F2 GT;Jumat Ganjil;;;;;;;;;08:00:00;;;;2;58;Z00;0;34593;3042;18.06.2024;17.10.2025
