Personnel Name,Customer,Cycle,road_node,Name 1,Street,JWK SALESMAN,Sales Office,Sales Group,Telephone 1,Telephone 2,Transportation zone,Description,Postal Code,Sales district,City,Terms of Payment,Credit limit,Delivering Plant,Risk category,Distribution Channel,Customer group,Division,Changed On Sales Data,Created On Sales Data,Personnel Number,Representative no.,MonFrom1,MonFrom2,TueFrom1,Unnamed: 27,WedFrom1,WedFrom2,ThuFrom1,ThuFrom2,FriFrom1,FriFrom2,SatFrom1,SatFrom2,Latitude,Longitude,Optimized JWK
REKI YULIANDRI,5492338,Genap,"(-5.39141, 105.08372)",WR.ALEESHA,JL.RAYA KEDONDONG DSN SUKAMARGA KEL.GEDUNG TATAAN KEC.GEDUNG,SABTU GENAP,C051,188,+6281541513513,,2051016,Kedondong,35371,35371,LAMPUNG,Z00,0,3006,5.0,2,69,77,28.02.2026,2025-02-04 00:00:00,90052353,90052353,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,08:00:00,-5.391404,105.083647,JUMAT GENAP
REKI YULIANDRI,5521083,Genap,"(-5.32942, 105.06168)",TK.MBA RINA,TEGAL SARI KEL.TEGAL SARI KEC.GADING REJO,JUMAT GENAP,C051,188,088268333926,,2051011,Gading Rejo,35372,35372,LAMPUNG,Z00,0,3006,5.0,2,14,77,01.02.2026,2025-02-20 00:00:00,90052353,90052353,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,08:00:00,0 ,0 ,-5.3490103,105.0560988,SABTU GENAP
REKI YULIANDRI,5547650,Genap,"(-5.39576, 105.02377)",TK.KAYLA,JL.HIU LATSITARDA KEL.PRINGSEWU SELATAN KEC.PRINGSEWU,SENIN GENAP,C051,188,081379271086,,2051036,Pringsewu,35371,35371,LAMPUNG,Z00,0,3006,5.0,2,14,77,01.02.2026,2025-03-14 00:00:00,90052353,90052353,0 ,08:00:00,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,-5.3735776,104.9902301,KAMIS GENAP
REKI YULIANDRI,5559594,Ganjil,"(-5.41066, 105.01164)",WR.KHANZA,DSN PAREREJO KELPAREREJO KEC.GADING REJO,SENIN GANJIL,C051,188,+6285789557235,,2051011,Gading Rejo,35372,35372,LAMPUNG,Z00,0,3006,5.0,2,69,77,16.02.2026,2025-04-07 00:00:00,90052353,90052353,08:00:00,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,-5.408262,104.991684,RABU GANJIL
REKI YULIANDRI,556613,Ganjil,"(-5.44703, 105.01004)",WR.IRVAN BAJU,JL.RY.KEDONDONG RT.7-3 NO.12 KEL.CIMANUK KEC.WAY LIMA,SENIN GANJIL,C051,188,085658774992,,2051492,Way Lima,35381,35381,LAMPUNG,Z00,0,3006,5.0,2,69,77,28.01.2026,2020-07-13 00:00:00,90052353,90052353,08:00:00,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,-5.447049,105.009982,SELASA GANJIL
REKI YULIANDRI,5580611,Genap,"(-5.32221, 105.10861)",WR FITRI,JLN BRANTI RAYA  RT/RW 001/001,JUMAT GENAP,C051,188,082182951995,,2051156,Gedong Tata'an,35365,35365,LAMPUNG,Z00,0,3006,5.0,2,69,77,01.02.2026,2025-05-30 00:00:00,90052353,90052353,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,08:00:00,0 ,0 ,-5.3220092,105.1084056,SENIN GENAP
REKI YULIANDRI,5580612,Genap,"(-5.32714, 105.09275)",TK DEDE ZAKY,JL RAYA KALIREJO RT/RW 002/002,JUMAT GENAP,C051,188,081539220339,,2051494,Negeri Katon,35365,35365,LAMPUNG,Z00,0,3006,5.0,2,69,77,01.02.2026,2025-05-30 00:00:00,90052353,90052353,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,08:00:00,0 ,0 ,-5.3270694,105.0923573,SABTU GENAP
REKI YULIANDRI,5580829,Genap,"(-5.39567, 105.09221)",SRC RIZAL,DUSUN IV RT/RW 001/006,KAMIS GENAP,C051,188,085269572881,,2051156,Gedong Tata'an,35371,35371,LAMPUNG,Z00,0,3006,5.0,2,69,77,01.02.2026,2025-05-30 00:00:00,90052353,90052353,0 ,0 ,0 ,0 ,0 ,0 ,0 ,08:00:00,0 ,0 ,0 ,0 ,-5.3954169,105.0921605,JUMAT GENAP
REKI YULIANDRI,5590459,Ganjil,"(-5.39818, 105.02552)",WR BRILINK GHIZAN,JL PERTIGAAN WATES SELATANKEC GADINDREJO RT/RW 010/005,SENIN GANJIL,C051,188,082176779577,,2051268,Dusun Parerejo,35672,35672,LAMPUNG,Z00,0,3006,5.0,2,42,77,30.03.2026,2025-06-23 00:00:00,90052353,90052353,08:00:00,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,-5.398191,105.025664,SABTU GANJIL
REKI YULIANDRI,559342,Ganjil,"(-5.46382, 105.00283)",WR.AKMAL,JL.JAUHARI SUKAJADI RT.3 NO.5 KEL.PASAR BARU KEC.KEDONDONG,RABU GANJIL,C051,188,082283291078,,2051016,Kedondong,35381,35381,LAMPUNG,Z00,0,3006,5.0,2,14,77,31.08.2025,2020-07-18 00:00:00,90052353,90052353,0 ,0 ,0 ,0 ,08:00:00,0 ,0 ,0 ,0 ,0 ,0 ,0 ,-5.464447,105.002673,SELASA GANJIL
REKI YULIANDRI,5598762,Genap,"(-5.49594, 104.95823)",TK RUDI ANDRIYANSYAH,JL RADEN INTANKEL SUKA JAYAKEC WAY KHILAU,RABU GENAP,C051,188,085379914499,,2051270,Gunung Sari (Pesawar,35368,35368,LAMPUNG,Z00,0,3006,5.0,2,14,77,31.08.2025,2025-07-14 00:00:00,90052353,90052353,0 ,0 ,0 ,0 ,0 ,08:00:00,0 ,0 ,0 ,0 ,0 ,0 ,-5.4959048,104.9582022,SELASA GENAP
REKI YULIANDRI,5603020,Genap,"(-5.45409, 104.97434)",TK NUR,JL MERDEKA DSN 9 RT/RW 004/002 KEC WAY KHILAU,RABU GENAP,C051,188,085841204914,,2051270,Gunung Sari (Pesawar,35111,35111,LAMPUNG,Z00,0,3006,5.0,2,69,77,11.01.2026,2025-07-22 00:00:00,90052353,90052353,0 ,0 ,0 ,0 ,0 ,08:00:00,0 ,0 ,0 ,0 ,0 ,0 ,-5.454028,104.974297,SELASA GENAP
REKI YULIANDRI,5614196,Ganjil,"(-5.32942, 105.06168)",UPT SDN 1 KEDIRI,"JL KH.R,MOH.ROSYIDIKEL TULUNG AGUNGKEC GADING REJO",KAMIS GANJIL,C051,188,085788645027,,2051011,Gading Rejo,35372,35372,LAMPUNG,Z00,0,3006,5.0,2,69,77,11.01.2026,2025-08-12 00:00:00,90052353,90052353,0 ,0 ,0 ,0 ,0 ,0 ,08:00:00,0 ,0 ,0 ,0 ,0 ,-5.349268,105.029707,SABTU GANJIL
REKI YULIANDRI,5617354,Genap,"(-5.46829, 105.0009)",TK DEVI,JL LAP TRITURA KEDONDONG,RABU GENAP,C051,188,083837338282,,2051016,Kedondong,35368,35368,LAMPUNG,Z00,0,3006,5.0,2,58,77,01.02.2026,2025-08-18 00:00:00,90052353,90052353,0 ,0 ,0 ,0 ,0 ,08:00:00,0 ,0 ,0 ,0 ,0 ,0 ,-5.4685543,105.0007793,JUMAT GENAP
REKI YULIANDRI,5617359,Genap,"(-5.48236, 104.96652)",TK VANDO,JL KOTA JAWA 1  KOTA JAWA WAY KHILAU,RABU GENAP,C051,188,+6281396307095,,2051270,Gunung Sari (Pesawar,35368,35368,LAMPUNG,Z00,0,3006,5.0,2,69,77,11.01.2026,2025-08-18 00:00:00,90052353,90052353,0 ,0 ,0 ,0 ,0 ,08:00:00,0 ,0 ,0 ,0 ,0 ,0 ,-5.4822816,104.9664547,SELASA GENAP
REKI YULIANDRI,5632673,Genap,"(-5.39576, 105.02377)",TK LAMBE_ SAE,JL JOHAR IKEL PRINGSEWU TIMURKEC PRINGSEWU,SENIN GENAP,C051,188,082262274204,,2051057,Sumber Agung,35673,35673,LAMPUNG,Z00,0,3006,5.0,2,69,77,01.02.2026,2025-09-16 00:00:00,90052353,90052353,0 ,08:00:00,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,-5.359379,104.980989,KAMIS GENAP
REKI YULIANDRI,5633665,Ganjil,"(-5.39576, 105.02377)",AZEC STORE,JL JENDRAL SUDIRMAN PRINGSEWU,KAMIS GANJIL,C051,188,082280013378,,2051036,Pringsewu,35673,35673,LAMPUNG,Z00,0,3006,5.0,2,58,77,16.04.2026,2025-09-18 00:00:00,90052353,90052353,0 ,0 ,0 ,0 ,0 ,0 ,08:00:00,0 ,0 ,0 ,0 ,0 ,-5.354615,104.972406,KAMIS GANJIL
REKI YULIANDRI,5638471,Ganjil,"(-5.39576, 105.02377)",LARISSO,"JL KH,GHALIBKEL PRINGSEWUKEC PRINGSEWU",JUMAT GANJIL,C051,188,081274837474,,2051036,Pringsewu,35673,35673,LAMPUNG,Z00,0,3006,5.0,2,58,77,01.02.2026,2025-09-26 00:00:00,90052353,90052353,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,08:00:00,0 ,0 ,0 ,-5.351607,104.976381,KAMIS GANJIL
REKI YULIANDRI,5641714,Ganjil,"(-5.39742, 105.03867)",WR MBA SINTA,JL WONOSARI DUSUN 02 RT/RW 004/002 KEL WONOSARI KEC GADING,SENIN GANJIL,C051,188,+6285764171736,,2051011,Gading Rejo,35372,35372,LAMPUNG,Z00,0,3006,5.0,2,13,77,27.04.2026,2025-10-02 00:00:00,90052353,90052353,08:00:00,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,-5.381884,105.041948,JUMAT GANJIL
REKI YULIANDRI,5646683,Ganjil,"(-5.39576, 105.02377)",TK MARPAUNG,JL AHMADYANIKEL PEKON BULOK KARTOKEC GADING UJUNG,SELASA GANJIL,C051,188,085279483228,,2051400,Yogyakarta Selatan,35372,35372,LAMPUNG,Z00,0,3006,5.0,2,69,77,01.02.2026,2025-10-09 00:00:00,90052353,90052353,0 ,0 ,08:00:00,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,-5.364625,105.005454,KAMIS GANJIL
REKI YULIANDRI,5736880,Genap,"(-5.39576, 105.02377)",WR GHIZA,"PRINGSEWU SELATAN, KEC PRINGSEWU, PRINGSEWU",SENIN GENAP,C051,188,085832811990,,2051036,Pringsewu,35673,35673,LAMPUNG,Z00,0,3006,5.0,2,14,77,01.02.2026,2025-12-30 00:00:00,90052353,90052353,0 ,08:00:00,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,-5.360298,104.967269,KAMIS GENAP
REKI YULIANDRI,5763339,Genap,"(-5.49356, 105.01389)",WR MAK ENDOH,"SUKAMAJU, KEC KEDONDONG, KAB PESAWARAN",RABU GENAP,C051,188,+6285758460624,,2051492,Way Lima,35368,35368,LAMPUNG,Z00,0,3006,5.0,2,14,77,11.02.2026,2026-01-23 00:00:00,90052353,90052353,0 ,0 ,0 ,0 ,0 ,08:00:00,0 ,0 ,0 ,0 ,0 ,0 ,-5.493319,105.013836,JUMAT GENAP
REKI YULIANDRI,5781732,Ganjil,"(-5.39576, 105.02377)",BJ MART,DUSUN PODOMORO 2 RT 002 RW 002 KEC PRENGSEWU,JUMAT GANJIL,C051,188,082281994251,,2051223,Sukoharjo,35673,35673,LAMPUNG,Z00,0,3006,5.0,2,14,77,12.03.2026,2026-02-11 00:00:00,90052353,90052353,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,08:00:00,0 ,0 ,0 ,-5.341005,104.986975,KAMIS GANJIL
REKI YULIANDRI,5781738,Ganjil,"(-5.43471, 105.0193)",TK IWAN,JL WAY HOTONG  SUMBER JAYA RT 005 RW 002  KEC WAY LIMA,SENIN GANJIL,C051,188,+6288274299253,,2051036,Pringsewu,35367,35367,LAMPUNG,Z00,0,3006,5.0,2,14,77,02.03.2026,2026-02-11 00:00:00,90052353,90052353,08:00:00,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,-5.434558,105.018954,JUMAT GANJIL
REKI YULIANDRI,5802014,Ganjil,"(-5.39576, 105.02377)",WR DEDI,JL BULOKARTO RT 003 RW 001 KEC GADINGREJO,SELASA GANJIL,C051,188,,083878320577,2051380,Pasar Sri Katon,35372,35372,LAMPUNG,Z00,0,3006,5.0,2,14,77,11.03.2026,2026-03-11 00:00:00,90052353,90052353,0 ,0 ,08:00:00,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,-5.363831,105.003538,KAMIS GANJIL
REKI YULIANDRI,5825325,Ganjil,,TK MAYA,JL SEMBODROKEL TULUNG AGUNG KEC GADING REJO,KAMIS GANJIL,C051,188,,085269435478,2051223,Sukoharjo,35672,35672,LAMPUNG,Z00,0,3006,5.0,2,14,77,27.04.2026,2026-04-27 00:00:00,90052353,90052353,0 ,0 ,0 ,0 ,0 ,0 ,08:00:00,0 ,0 ,0 ,0 ,0 ,,,KAMIS GANJIL
REKI YULIANDRI,584913,Weekly,"(-5.3747, 105.0692)",WR.BELANJA BMM,JL.RY.GADING REJO KM.33 RT.10 NO.49,JUMAT,C051,188,082282249582,082282249582,2051493,Pasar Gadingrejo,35372,35372,LAMPUNG,Z12,2567717,3006,1.0,2,69,77,27.04.2026,2021-09-10 00:00:00,90052353,99999310,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,08:00:00,08:00:00,0 ,0 ,-5.3711367,105.049735,RABU
REKI YULIANDRI,643811,Genap,"(-5.32942, 105.06168)",WR.DWI MABEL,DSN.BANJAREJO RT.10-5 NO.18 KEL.MATARAM KEC.GADING REJO,KAMIS GENAP,C051,188,085361957118,,2051011,Gading Rejo,35372,35372,LAMPUNG,Z00,0,3006,5.0,2,14,77,29.04.2026,2021-02-25 00:00:00,90052353,90051815,0 ,0 ,0 ,0 ,0 ,0 ,0 ,08:00:00,0 ,0 ,0 ,0 ,-5.331626,105.054496,SABTU GENAP
REKI YULIANDRI,652463,Ganjil,"(-5.39576, 105.02377)",SRC ALFIN,JL.A.YANI LK.I RT.2/1 NO.23 KEL-KEC.PRINGSEWU,SELASA GANJIL,C051,188,085609600031,,2051036,Pringsewu,35373,35373,LAMPUNG,Z00,0,3006,5.0,2,14,77,01.02.2026,2021-03-04 00:00:00,90052353,90052353,0 ,0 ,08:00:00,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,-5.3575267,104.9868183,KAMIS GANJIL
REKI YULIANDRI,672803,Ganjil,"(-5.39576, 105.02377)",JAYADI MART,JL.ENGGAL REJO RT.3 NO.15 KEL-KEC.PRINGSEWU,SELASA GANJIL,C051,188,082211269382,,2051036,Pringsewu,35673,35673,LAMPUNG,Z00,0,3006,5.0,2,69,77,01.02.2026,2021-03-12 00:00:00,90052353,90052353,0 ,0 ,08:00:00,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,-5.3620429,104.9948552,KAMIS GANJIL
REKI YULIANDRI,871205,Ganjil,"(-5.39576, 105.02377)",WR.JASMINE,JL.SWADAYA RT.7/1 NO.47 KEL.PRINGSEWU UTARA KEC.PRINGSEWU,SELASA GANJIL,C051,188,+6285311350660,,2051036,Pringsewu,35373,35373,LAMPUNG,Z12,2000000,3006,1.0,2,69,77,27.04.2026,2021-04-30 00:00:00,90052353,90052353,0 ,0 ,08:00:00,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,-5.352542,104.987627,KAMIS GANJIL
REKI YULIANDRI,91101,Weekly,"(-5.43323, 104.9669)",UTAMA,PRINGKUMPUL RT/RW.06/02 KEC.PRINGSEWU,SABTU,C051,188,081279520805,081279520805,2051535,Pasar Ambarawa,35376,35376,LAMPUNG,Z12,2000000,3006,1.0,2,13,77,27.04.2026,2018-01-19 00:00:00,90052353,90051943,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,08:00:00,08:00:00,-5.4107824,104.9609516,SELASA
REKI YULIANDRI,915759,Ganjil,"(-5.39576, 105.02377)",TK.SUHARYANTO,JL.JEND.A.YANI RT.3/1 NO.71 LK.II KEL.PRINGSEWU UTARA,SELASA GANJIL,C051,188,081367592827,,2051036,Pringsewu,35673,35673,LAMPUNG,Z00,0,3006,5.0,2,14,77,27.04.2026,2021-05-11 00:00:00,90052353,90052353,0 ,0 ,08:00:00,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,-5.3560733,104.9780717,KAMIS GANJIL
REKI YULIANDRI,91685,Weekly,"(-5.38586, 105.09083)",TK.SHANTY-AW,JL.PENENGAHAN RT.1/4 NO.630 KEL-KEC.GEDONG TATAAN,JUMAT,C051,188,081279533000,081369020205,2051016,Kedondong,35371,35371,LAMPUNG,Z00,0,3006,5.0,2,14,77,02.04.2026,2021-02-22 00:00:00,90052353,99999082,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,08:00:00,08:00:00,0 ,0 ,-5.3860947,105.0908323,RABU
REKI YULIANDRI,WR,Genap,,WR.HANI,DUSUN BINONG KEL.WAY LAYAP KEC.GEDONG TATAAN,SELASA GENAP,C051,188,089629043820,,2051016,Kedondong,35366,35366,LAMPUNG,Z00,0,3006,5.0,2,14,77,02.04.2026,2025-01-16 00:00:00,90052353,90052353,0 ,0 ,0 ,08:00:00,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,SELASA GENAP
SUPRAYOGA ABDI PUTRA,1094161,Weekly,"(-5.3361, 105.16227)",TK.IYAH,DSN.MUARA PUTIH RT.3/1 NO.50 KEL.MUARA PUTIH KEC.NATAR,RABU,C051,188,081389613415,,2051028,Natar,35362,35362,LAMPUNG,Z00,0,3006,5.0,2,58,77,30.03.2026,2021-06-27 00:00:00,90051274,90051274,0 ,0 ,0 ,0 ,08:00:00,08:00:00,0 ,0 ,0 ,0 ,0 ,0 ,-5.3135335,105.1947355,KAMIS
SUPRAYOGA ABDI PUTRA,1145243,Weekly,"(-5.32649, 105.26118)",WR.LASTRI,DSN.KANDIS RT.13-7 KEL.MUARA PUTIH KEC.NATAR,SELASA,C051,188,085367309755,,2051235,PANCASILA,35362,35362,LAMPUNG,Z00,0,3006,5.0,2,58,77,13.04.2026,2022-06-16 00:00:00,90051274,90051274,0 ,0 ,08:00:00,08:00:00,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,-5.28095,105.239589,SELASA
SUPRAYOGA ABDI PUTRA,128240,Weekly,"(-5.38089, 105.21884)",KABARA SOF,JL. PRAMUKA NO.27 RT.2/4 KOMP.KAMPUS MALAHAYATI KEL.PRAMUKA,SELASA,C051,188,083809707100,,2051068,Kemiling,35127,35127,LAMPUNG,Z12,6822580,3006,1.0,2,13,77,30.03.2026,2021-11-03 00:00:00,90051274,99999085,0 ,0 ,08:00:00,08:00:00,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,-5.380876,105.218836,KAMIS
SUPRAYOGA ABDI PUTRA,128715,Weekly,"(-5.35748, 105.23652)",BATARA MM,JL.KOMARUDIN NO.46 LK.I RT.1 KEL-KEC.RAJABASA,RABU,C051,188,07213537324,0721-3537324,2051096,Rajabasa,35144,35144,LAMPUNG,Z00,0,3006,5.0,1,A3,77,30.03.2026,2024-11-29 00:00:00,90051274,90051829,0 ,0 ,0 ,0 ,08:00:00,08:00:00,0 ,0 ,0 ,0 ,0 ,0 ,-5.357754,105.236566,SELASA
SUPRAYOGA ABDI PUTRA,1356586,Weekly,"(-5.44089, 105.02584)",WR.TEH ELA,DSN.WAY HARONG RT.4/6 NO.10 KEL.WAY HARONG KEC.WAY LIMA,JUMAT,C051,188,081271860731,,2051016,Kedondong,35381,35381,LAMPUNG,Z12,6395502,3006,1.0,2,13,77,30.03.2026,2021-09-03 00:00:00,90051274,90051274,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,08:00:00,08:00:00,0 ,0 ,-5.441135,105.025953,SABTU
SUPRAYOGA ABDI PUTRA,1404901,Weekly,"(-5.40493, 105.19192)",TK.DINDA,JL.WAN ABDURRAHMAN RT.5 NO.7 KEL.SUMBER AGUNG KEC.KEMILING,KAMIS,C051,188,085268015675,,2051068,Kemiling,35156,35156,LAMPUNG,Z00,0,3006,5.0,2,13,77,30.03.2026,2021-09-17 00:00:00,90051274,90051274,0 ,0 ,0 ,0 ,0 ,0 ,08:00:00,08:00:00,0 ,0 ,0 ,0 ,-5.404914,105.191753,RABU
SUPRAYOGA ABDI PUTRA,141702,Weekly,"(-5.27103, 105.16886)",UD. ASRI,JL.SWADIPA BUMI ASRI RT.10 NO.99 NA,SENIN,C051,188,081379267773,081223467773,2051511,Batu Puru,35362,35362,LAMPUNG,Z00,0,3006,5.0,2,13,77,30.03.2026,2016-12-13 00:00:00,90051274,90051662,08:00:00,08:00:00,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,-5.286259,105.193587,JUMAT
SUPRAYOGA ABDI PUTRA,142354,Weekly,"(-5.27103, 105.16886)",YANTO,JL.SWADHIPA RT.6 KEL.BUMI SARI KEC.NATAR,SENIN,C051,188,81379445216,089522948705,2051511,Batu Puru,35362,35362,LAMPUNG,Z00,0,3006,5.0,2,13,77,30.03.2026,2023-06-13 00:00:00,90051274,90051662,08:00:00,08:00:00,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,-5.286622,105.191827,JUMAT
SUPRAYOGA ABDI PUTRA,1499504,Weekly,"(-5.33225, 105.15981)",KANTIN ALFIN MUHAJIRUN,JL.AT-TAQWA MUHAJIRUN RT.4/2 KEL.NEGARA RATU KEC.NATAR,SELASA,C051,188,085762990661,,2051028,Natar,35362,35362,LAMPUNG,Z12,5324937,3006,1.0,2,13,77,30.03.2026,2021-10-12 00:00:00,90051274,90051274,0 ,0 ,08:00:00,08:00:00,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,-5.3257283,105.17115,KAMIS
SUPRAYOGA ABDI PUTRA,1628925,Weekly,"(-5.38585, 105.19286)",G CELL,JL.RAYA KURUNGAN NYAWA RT.2/2 NO.7 KEL.KURUNGAN NYAWA,KAMIS,C051,188,081291661982,,2051156,Gedong Tata'an,35371,35371,LAMPUNG,Z00,0,3006,5.0,2,58,77,30.03.2026,2021-11-15 00:00:00,90051274,90051274,0 ,0 ,0 ,0 ,0 ,0 ,08:00:00,08:00:00,0 ,0 ,0 ,0 ,-5.377367,105.195813,RABU
SUPRAYOGA ABDI PUTRA,1702754,Genap,,TK.CAHAYA INDAH,JL.CUT MEUTIA RT.8/4 KEL.WONODADI KEC.GADING REJO,JUMAT GENAP,C051,188,088707048629,,2051011,Gading Rejo,35372,35372,LAMPUNG,Z12,1500000,3006,1.0,2,42,77,30.05.2023,2022-01-06 00:00:00,90051274,90051274,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,08:00:00,0 ,0 ,,,JUMAT GENAP
SUPRAYOGA ABDI PUTRA,1702756,Genap,,WR.INARA,DSN.PRINGOMBO RT.4/5 KEL.PRINGSEWU TIMUR KEC.PRINGSEWU,SENIN GENAP,C051,188,081540099503,,2051036,Pringsewu,35673,35673,LAMPUNG,Z12,1500000,3006,1.0,2,42,77,30.05.2023,2022-01-06 00:00:00,90051274,90051274,0 ,08:00:00,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,SENIN GENAP
SUPRAYOGA ABDI PUTRA,1702757,Genap,,WR.AMEL,JL.RAYA WONOSARI RT.1/1 KEL.WONOSARI KEC.GADING REJO,JUMAT GENAP,C051,188,085208519870,,2051011,Gading Rejo,35372,35372,LAMPUNG,Z12,1500000,3006,1.0,2,42,77,30.05.2023,2022-01-06 00:00:00,90051274,90051274,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,08:00:00,0 ,0 ,,,JUMAT GENAP
SUPRAYOGA ABDI PUTRA,1777471,Weekly,"(-5.17647, 105.21137)",MARYATI,DSN BUMI TINGGI RT 025 RW 008 KEL BUMI TINGGI KEC BUMI AG,SENIN,C051,188,081279628368,,2051339,Sukadana,35512,35512,LAMPUNG,Z00,0,3006,5.0,2,13,77,30.03.2026,2025-10-22 00:00:00,90051274,90051274,08:00:00,08:00:00,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,-5.113747,105.540386,SENIN
SUPRAYOGA ABDI PUTRA,1797717,Weekly,"(-5.23728, 105.15843)",TK.ROS MART,JL.SETIA BUDI RT.20 KEL.BRANTI KEC.NATAR,SABTU,C051,188,08972223375,,2051269,Rulung Raya,35362,35362,LAMPUNG,Z00,0,3006,5.0,2,13,77,30.03.2026,2022-06-04 00:00:00,90051274,90051274,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,08:00:00,08:00:00,-5.233757,105.192409,JUMAT
SUPRAYOGA ABDI PUTRA,2139682,Weekly,"(-5.23728, 105.15843)",KANTIN SDN 2 BRANTI,JL.INPRES RT.5/3 KEL.BRANTI RAYA KEC.NATAR,SELASA,C051,188,082182020483,,2051222,Branti,35362,35362,LAMPUNG,Z12,2140219,3006,1.0,2,13,77,30.03.2026,2022-09-21 00:00:00,90051274,90051274,0 ,0 ,08:00:00,08:00:00,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,-5.244251,105.169615,JUMAT
SUPRAYOGA ABDI PUTRA,2304761,Weekly,"(-5.36628, 105.15266)",TK.SHANUM CELL,JL.A.YANI RT.2/5 KEL.BERNUNG KEC.GEDONG TATAAN,RABU,C051,188,085378530722,,2051490,Bernung,35366,35366,LAMPUNG,Z00,0,3006,5.0,2,58,77,30.03.2026,2022-12-01 00:00:00,90051274,90051817,0 ,0 ,0 ,0 ,08:00:00,08:00:00,0 ,0 ,0 ,0 ,0 ,0 ,-5.366347,105.152816,KAMIS
SUPRAYOGA ABDI PUTRA,2387772,Weekly,"(-5.38412, 105.10784)",TK.FANKA,JL.PERUMNAS RT.2/1 KEL.SUKARAJA KEC.GEDONG TATAAN,JUMAT,C051,188,+6285325027940,,2051156,Gedong Tata'an,35366,35366,LAMPUNG,Z00,0,3006,5.0,2,13,77,30.03.2026,2022-11-21 00:00:00,90051274,90051274,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,08:00:00,08:00:00,0 ,0 ,-5.38415,105.107793,SABTU
SUPRAYOGA ABDI PUTRA,243020,Weekly,"(-5.26744, 105.17058)",NANANG,CENDI MAS NATAR DSN RAJAWALI RT15/6 DKT TK MES PANDI,SELASA,C051,188,085357649930,,2051195,Candimas,35362,35362,LAMPUNG,Z12,7324224,3006,1.0,2,13,77,30.03.2026,2016-10-27 00:00:00,90051274,90050004,0 ,0 ,08:00:00,08:00:00,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,-5.2664766,105.1930137,JUMAT
SUPRAYOGA ABDI PUTRA,303635,Weekly,,LAKSANA,DSN.JEPANG RT.3 NO.20 KRAWANG SARI,SELASA,C051,188,085366127777,085366127777,2051234,BANDAR REJO,35362,35362,LAMPUNG,Z00,0,3006,5.0,2,42,77,26.06.2025,2017-07-06 00:00:00,90051274,90051274,0 ,0 ,08:00:00,08:00:00,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,SELASA
