Customer,Name 1,Street,Personnel Number,Personnel Name,JWK SALESMAN,Latitude,Longitude,Cycle,Optimized JWK
1758952,TK.SITI DARMAN,KIBANG TRI JAYA RT.13-3 KEL.KIBANG TRI JAYA KEC.LAMBU KIBANG,90052418,Yuda Nurisman,SENIN GANJIL,-4.315545,105.1589773,Ganjil,SENIN GANJIL
1765051,WR BU ANI,BALAM JAYA RT 015 RW 006 KEL BALAM JAYA KEC WAY KENANGA,90052418,Yuda Nurisman,SENIN GANJIL,-4.246198,105.165344,Ganjil,SENIN GANJIL
1776372,ARSY GABE,DSN.PENAWAR JAYA RT.2-2 KEL.PENAWAR JAYA KEC.BANJAR MARGO,90052449,Beni Saputra,SENIN GENAP,-4.2447008,105.2553209,Genap,RABU GENAP
1795214,WR NABILA,TUNGGAL WARGA RT 002 RW 005 KEL TUNGGAL WARGA,90052418,Yuda Nurisman,JUMAT GENAP,-4.281974,105.210812,Genap,SENIN GENAP
1809532,YANTI,KAGUNGAN RATU RT.4-1 KEL.KAGUNGAN RATU KEC.TULANG BAWANG,90052418,Yuda Nurisman,RABU GANJIL,-4.5462611,105.0825837,Ganjil,KAMIS GANJIL
1818596,TK ARI,INDRALOKA I RT 006 RW 002 KEL INDRALOKA I KEC WAY KENANGA,90052442,Rudi Anggoro,SENIN GANJIL,-4.197459,105.157727,Ganjil,SELASA GANJIL
1843881,TOKO ULFA,GUNUNG AGUNG RT.3-4 KEL.GUNUNG AGUNG KEC.GUNUNG TERANG,90052301,Ihwal Bayu Saddera,RABU,-4.2981114,105.0986762,Weekly,KAMIS
1853163,WR VIRAL,MEKAR SARI JAYA RT.6-2 KEL.MEKAR SARI JAYA KEC.LAMBU KIBANG,90052301,Ihwal Bayu Saddera,RABU,-4.3612997,105.1721912,Weekly,JUMAT
1871419,WR MURNIATI,MEKAR JAYA RT 002 RW 003 KEL MEKAR JAYA KEC GUNUNG AGUNG,90052442,Rudi Anggoro,RABU GENAP,-4.267194,105.036217,Genap,JUMAT GENAP
1871999,TK.STAR MART,PENUMANGAN BARU RT.11-5 KEL.PENUMANGAN BARU KEC.TULANG,90052418,Yuda Nurisman,JUMAT GANJIL,-4.4905256,105.1489663,Ganjil,JUMAT GANJIL
1874275,RASYA,KAGUNGAN RATU RT.5-6 KEL.KAGUNGAN RATU KEC.TULANG BAWANG,90052418,Yuda Nurisman,RABU GANJIL,-4.5760409,105.0576874,Ganjil,KAMIS GANJIL
1898289,TK BU RIA,MEDASARI RT 004 RW 005 KEL MEDA SARI KEC RAWA JITU SELATAN,90052301,Ihwal Bayu Saddera,SABTU,-4.21148,105.704474,Weekly,RABU
1898956,WR.BU SUM,TUNAS JAYA RT.13-2 KEL.TUNAS JAYA KEC.GUNUNG AGUNG,90052301,Ihwal Bayu Saddera,KAMIS,-4.2348218,105.0503184,Weekly,KAMIS
1905630,TK.IDA C1,SINAR LAGA RT.1-4 KEL.SINAR LAGA KEC.TANJUNG RAYA,90052301,Ihwal Bayu Saddera,JUMAT,-3.9667207,105.4000298,Weekly,SENIN
1905635,TK.LINA PENUMANGAN,PENUMANGAN BARU RT.6-6 KEL.PENUMANGAN BARU KEC.TULANG BAWANG,90052418,Yuda Nurisman,JUMAT GANJIL,-4.503113,105.1473975,Ganjil,SELASA GANJIL
1925587,AFDAL,BALAI PANJANG RT.2-2 KEL.LINGAI KEC.MENGGALA TIMUR,90052418,Yuda Nurisman,SELASA GANJIL,-4.349293,105.282489,Ganjil,RABU GANJIL
1950141,DESI,GILANG TUNGGAL MAKARTA RT.14-3 KEL.GILANG TUNGGAL MAKARTA,90052418,Yuda Nurisman,SELASA GENAP,-4.3876343,105.1884485,Genap,JUMAT GENAP
1957638,TK.AROFAT,PURWA JAYA RT.2-5 KEL.PURWA JAYA KEC.BANJAR MARGO,90052449,Beni Saputra,SENIN GANJIL,-4.276109,105.222304,Ganjil,RABU GANJIL
1971468,SYAFIQ,KIBANG MULYA JAYA RT 006 RW 002 KEL KIBANG MULYA JAYA,90052418,Yuda Nurisman,SABTU GANJIL,-4.366203,105.138845,Ganjil,JUMAT GANJIL
1985408,WR LILIK,WARGA MAKMUR JAYA RT 004 RW 001 KEL WARGA MAKMUR JAYA,90052418,Yuda Nurisman,JUMAT GENAP,-4.286101,105.189348,Genap,SENIN GENAP
1989611,TK.BUDIARSO,PANCA TUNGGAL JAYA RT.21-5 KEL.PANCA TUNGGAL JAYA KEC.,90052449,Beni Saputra,SELASA GENAP,-4.3126624,105.5021281,Genap,SELASA GENAP
2001336,WR.MBAK RINA,BAWANG TIRTO MULYO RT.1-7 KEL.BAWANG TIRTO MULYO,90052418,Yuda Nurisman,SELASA GANJIL,-4.368719,105.272398,Ganjil,RABU GANJIL
2001664,WR.ARSYILA,CEMPAKA DALAM RT.3-1 KEL.CEMPAKA DALEM KEC.MENGGALA TIMUR,90052418,Yuda Nurisman,SELASA GENAP,-4.391294,105.284999,Genap,RABU GENAP
2018843,WR.SAMSUL,KARYA MURNI JAYA RT.2-1 KEL.KARYA MURNI JAYA KEC.BANJAR BARU,90052418,Yuda Nurisman,SELASA GANJIL,-4.348156,105.3175633,Ganjil,RABU GANJIL
2030166,WR P SLAMIT /RATNA,DSN.WARGA INDAH JAYA RT.2-3 KEL.WARGA INDAH JAYA KEC.BANJAR,90052418,Yuda Nurisman,SENIN GANJIL,-4.289847,105.164766,Ganjil,SENIN GANJIL
2058527,LITA,GUNUNG SARI RT.2-1 KEL.GUNUNG SARI KEC.LAMBU KIBANG,90052301,Ihwal Bayu Saddera,RABU,-4.361702,105.154422,Weekly,SELASA
2077120,SUBUR,MEKAR JAYA RT.1-3 KEL.MEKAR JAYA KEC.BANJAR BARU,90052418,Yuda Nurisman,SELASA GANJIL,-4.350482,105.307219,Ganjil,RABU GANJIL
2082044,WR.PUTRI,TEGAL MAKMUR RT.5-2 KEL.KIBANG MULYA JAYA KEC.LAMBU KIBANG,90052418,Yuda Nurisman,SABTU GENAP,-4.3265057,105.132468,Genap,JUMAT GENAP
2127393,WR.NABILA JAYA,DSN JAYA BARU RT.3-5 KEL.LEBUH DALEM KEC.MENGGALA TIMUR,90052418,Yuda Nurisman,RABU GENAP,-4.378473,105.249497,Genap,RABU GENAP
2145200,SITI,PENAWAR REJO RT 002 RW 002 KEL PENAWAR REJO KEC BANJAR MARGO,90052449,Beni Saputra,SENIN GENAP,-4.262306,105.247197,Genap,RABU GENAP
2207295,RISA,KIBANG YEKTI JAYA RT 004 RW 002 KEL KIBANG YEKTI JAYA,90052418,Yuda Nurisman,SENIN GANJIL,-4.301932,105.125799,Ganjil,SENIN GANJIL
2257594,TK.MUJIATI BUANA,MERCUBUANA RT.12-3 KEL. MERCU BUANA KEC.WAY KENANGA,90052418,Yuda Nurisman,SENIN GANJIL,-4.259469,105.162525,Ganjil,SENIN GANJIL
2308866,SEPKA,SETIA BUMI RT.23-3 KEL.SETIA BUMI KEC.GUNUNG TERANG,90052442,Rudi Anggoro,SENIN GENAP,-4.4504205,105.0687326,Genap,SELASA GENAP
2317429,WR BU SRI,TUNGGAL WARGA RT.1-3 KEL.TUNGGAL WARGA KEC.BANJAR AGUNG,90052418,Yuda Nurisman,JUMAT GENAP,-4.282085,105.213944,Genap,SENIN GENAP
2320824,MARYAM,JAYA MAKMUR RT 004 RW 003 KEL JAYA MAKMUR KEC BANJAR BARU,90052418,Yuda Nurisman,SABTU GENAP,-4.364488,105.205914,Genap,JUMAT GENAP
2325538,ALFAN,DSN.MEKAR JAYA RT.3-2 KEL.MEKARJAYA KEC.BANJAR BARU,90052418,Yuda Nurisman,SELASA GANJIL,-4.3504825,105.3064311,Ganjil,RABU GANJIL
2334920,TK.SISWANTO,BRABASAN RT.2-6 KEL.BRABASAN KEC.TANJUNG RAYA,90052442,Rudi Anggoro,SABTU GANJIL,-3.9776499,105.341923,Ganjil,SABTU GANJIL
2360303,TK ENDANG GALON,JL.SOEKARNO HATTA NO.04 RT 007 RW 003 KEL TANJUNG MAS REJO,90052442,Rudi Anggoro,JUMAT GANJIL,-3.997745,105.563013,Ganjil,SENIN GANJIL
2376216,TK.MUJIONO,PENUMANGAN BARU RT.3-6 KEL.PENUMANGAN BARU KEC.TULANG BAWANG,90052418,Yuda Nurisman,JUMAT GANJIL,-4.497652,105.143777,Ganjil,JUMAT GANJIL
2476600,TK.RUDI,PENAWAR REJO RT.3-2 KEL.PENAWAR REJO KEC.PENAWAR REJO,90052449,Beni Saputra,SENIN GENAP,-4.260252,105.248127,Genap,RABU GENAP
2567639,DIKI,TIRTA KENCANA RT.34-6 KEL.TIRTA KENCANA KEC.TULANG BAWANG,90052301,Ihwal Bayu Saddera,SENIN,-4.5402949,105.1346601,Weekly,SELASA
2571353,TK.KENZO,TUNGGAL WARGA RT.5-7 KEL.TUNGGAL WARGA KEC.BANJAR AGUNG,90052418,Yuda Nurisman,JUMAT GENAP,-4.2827533,105.204818,Genap,SENIN GENAP
2571356,TK.DILLA,JL.CEMPAKA NO.01 RT.3-1 KEL.SIDOHARJO KEC.PENAWAR TAMA,90052301,Ihwal Bayu Saddera,SABTU,-4.1735023,105.4137426,Weekly,RABU
2571357,TK.ARMA,TRI TUNGGAL JAYA RT.8-3 KEL.TRI TUNGGAL JAYA KEC.PENAWAR,90052449,Beni Saputra,SABTU GANJIL,-4.144955,105.416807,Ganjil,JUMAT GANJIL
2571358,TK.MBAK YUNI,SP 6 MUARA TENANG BLOK 12-38-3 RT.19-4 KEL.BUMI DIPASENA,90052442,Rudi Anggoro,JUMAT GANJIL,-3.998373,105.3824701,Ganjil,SENIN GANJIL
2577342,IDA,CANDRA KENCANA RT.2-1 KEL.CANDRA KENCANA KEC.TULANG BAWANG,90052418,Yuda Nurisman,KAMIS GENAP,-4.6008761,105.1412177,Genap,KAMIS GENAP
2640698,TK DM FAMILY,DSN TULUNG DAGANG RT 002 RW 002 KEL LEBUH DALEM,90052418,Yuda Nurisman,SELASA GENAP,,,Genap,
2641906,CAK YONO,TIRTA KENCANA RT.33-6 KEL.TIRTA KENCANA KEC.TULANG BAWANG,90052418,Yuda Nurisman,JUMAT GANJIL,-4.5424433,105.1334179,Ganjil,SELASA GANJIL
2743532,TK IMRON,CANDRA KENCANA RT 004 RW 004 KEL CANDRA KENCANA KEC TULANG,90052418,Yuda Nurisman,KAMIS GENAP,-4.602235,105.135016,Genap,SABTU GENAP
2760065,WR SAWAL/PURWANTI,BANJAR AGUNG RT.2-4 KEL.BANJAR AGUNG KEC.BANJAR AGUNG,90052301,Ihwal Bayu Saddera,SELASA,-4.294763,105.2189683,Weekly,SABTU
2774923,WR KOKOM,KARYA MURNI JAYA RT 002 RW 003 KEL KARYA MURNI JAYA,90052418,Yuda Nurisman,SELASA GANJIL,-4.353973,105.3090261,Ganjil,RABU GANJIL
2814699,TK FAJAR,TIRTA KENCANA RT.25-7 KEL.TIRTA KENCANA KEC.TULANG BAWANG,90052418,Yuda Nurisman,JUMAT GANJIL,-4.5350419,105.1354027,Ganjil,SELASA GANJIL
2824059,MUKLIS,BALAM ASRI RT.1-3 KEL.BALAM ASRI KEC.WAYKENANGA,90052418,Yuda Nurisman,SENIN GANJIL,-4.2305918,105.1622111,Ganjil,SENIN GANJIL
2856916,WR NURKHOLIS,MARGA JAYA INDAH RT.3-1 KEL.MARGA JAYA INDAH KEC.PAGAR DEWA,90052301,Ihwal Bayu Saddera,RABU,-4.380317,105.185766,Weekly,SELASA
2888265,TK.YITNO,ADI LUHUR RT.1-1 KEL.ADI LUHUR KEC.PANCA JAYA,90052442,Rudi Anggoro,SELASA GANJIL,-3.95312,105.285568,Ganjil,RABU GANJIL
2888268,TK.MAK KAR,ADI LUHUR RT.5-1 KEL.ADI LUHUR KEC.PANCA JAYA,90052301,Ihwal Bayu Saddera,JUMAT,-3.959689,105.28468,Weekly,SENIN
2888271,TK.DITA,ADI LUHUR RT.7-1 KEL.ADI LUHUR KEC.PANCA JAYA,90052442,Rudi Anggoro,SELASA GANJIL,-3.958468,105.283326,Ganjil,RABU GANJIL
2888274,TK IBU MUNAWAROH,AJI JAYA RT 001 RW 005 KEL AJI JAYA KEC SIMPANG PEMATANG,90052442,Rudi Anggoro,SELASA GANJIL,-3.99564,105.252873,Ganjil,RABU GANJIL
2888276,TK AZAH,BANGUN JAYA RT 009 RW 003 KEL BANGUN JAYA KEC TANJUNG RAYA,90052442,Rudi Anggoro,JUMAT GENAP,-3.918309,105.429811,Genap,SENIN GENAP
2888292,TK.ARDI,BERASAN MAKMUR RT.2-7 KEL.BERASAN MAKMUR KEC.TANJUNG RAYA,90052301,Ihwal Bayu Saddera,JUMAT,-4.0191951,105.2759709,Weekly,SENIN
2888298,TK.TIKA,BERASAN MAKMUR RT.3-5 KEL.BERASAN MAKMUR KEC.TANJUNG RAYA,90052442,Rudi Anggoro,SABTU GANJIL,-3.996936,105.334138,Ganjil,KAMIS GANJIL
2888321,TK.AMEL,DWI KARYA MUSTIKA RT.12-3 KEL.DWI KARYA MUSTIKA,90052442,Rudi Anggoro,JUMAT GANJIL,-4.041404,105.490501,Ganjil,SENIN GANJIL
2888327,TK.BU SARTI,DWI KARYA MUSTIKA RT.5-2 KEL.DWI KARYA MUSTIKA,90052442,Rudi Anggoro,JUMAT GANJIL,-4.041405,105.493689,Ganjil,SENIN GANJIL
2888337,TK MAJU JAYA BERSAMA,FAJAR BARU RT 007 RW 002 KEL FAJAR BARU KEC PANCA JAYA,90052442,Rudi Anggoro,SELASA GANJIL,-3.921031,105.258932,Ganjil,RABU GANJIL
2888362,TK ARFAN,JL.SOEKARNO HATTA NO.09 RT 007 RW 003 KEL TANJUNG MAS REJO,90052442,Rudi Anggoro,JUMAT GANJIL,-3.992424,105.558376,Ganjil,SENIN GANJIL
2888367,TK.SRC ITA,MARGO JAYA RT.7-3 KEL.MARGO JAYA KEC.MESUJI TIMUR,90052301,Ihwal Bayu Saddera,JUMAT,-4.009307,105.440249,Weekly,RABU
2888394,TK ATIKA,MUKTI JAYA RT 003 RW 002 KEL MUKTI JAYA KEC TANJUNG RAYA,90052442,Rudi Anggoro,JUMAT GENAP,-3.934578,105.400153,Genap,SABTU GENAP
2888417,TK.AZKA,SIDOMULYO RT.1-5 KEL.SIDO MULYO KEC.MESUJI,90052301,Ihwal Bayu Saddera,JUMAT,-3.89776,105.421208,Weekly,SENIN
2888424,TK PRABU,SIMPANG MESUJI RT 001 RW 007 KEL SIMPANG MESUJI KEC SIMPANG,90052442,Rudi Anggoro,SELASA GANJIL,-3.995692,105.249192,Ganjil,RABU GANJIL
2888442,TK.IBU PUJI,SRIWIJAYA RT.10-2 KEL.SRIWIJAYA KEC.TANJUNG RAYA,90052301,Ihwal Bayu Saddera,JUMAT,-3.9513244,105.4413911,Weekly,SENIN
2888443,TK.EIRA,SRIWIJAYA RT.3-2 KEL.SRIWIJAYA KEC.TANJUNG RAYA,90052301,Ihwal Bayu Saddera,JUMAT,-3.9524616,105.4392997,Weekly,SENIN
2888472,TK.MAS LILIK,TANJUNG SARI RT.16-5 KEL.TANJUNG SARI KEC.TANJUNG RAYA,90052301,Ihwal Bayu Saddera,JUMAT,-3.917674,105.352702,Weekly,SENIN
2888479,TK.NAZQI,WIRA BANGUN RT.2-2 KEL.WIRA BANGUN KEC.SIMPANG PEMATANG,90052442,Rudi Anggoro,SABTU GENAP,-3.9923406,105.1687996,Genap,RABU GENAP
2888483,TK.DIAN,WIRA BANGUN RT.32-6 KEL.WIRA BANGUN KEC.SIMPANG PEMATANG,90052442,Rudi Anggoro,SABTU GENAP,-3.999308,105.164198,Genap,RABU GENAP
2888500,TK.LAILA,WONOSARI RT 004 RW 001 KEL WONOSARI KEC MESUJI TIMUR,90052442,Rudi Anggoro,JUMAT GANJIL,-4.030055,105.518738,Ganjil,SENIN GANJIL
2893016,WR.NOVI,AJI JAYA KNPI RT.2-2 KEL.AJI JAYA KNPI KEC.GEDUNG AJI,90052449,Beni Saputra,KAMIS GANJIL,-4.2978412,105.3637945,Ganjil,KAMIS GANJIL
2893050,WR TOWIYAH,GEDUNG KARYA JITU RT 001 RW 001 KEL GEDUNG KARYA JITU KEC,90052449,Beni Saputra,JUMAT GANJIL,-4.217687,105.741868,Ganjil,SENIN GANJIL
2893052,WR SIHONO,GEDUNG KARYA JITU RT 003 RW 002 KEL GEDUNG KARYA JITU,90052449,Beni Saputra,JUMAT GENAP,-4.209104,105.740539,Genap,SENIN GENAP
2893057,WR.TASYA,GEDUNG KARYA JITU RT.6-3 KEL.GEDUNG KARYA JITU,90052449,Beni Saputra,JUMAT GANJIL,-4.2141025,105.7360157,Ganjil,SENIN GANJIL
2893073,WR.DAFA,GEDUNG REJO SAKTI RT.4-1 KEL.GEDUNG REJO SAKTI,90052301,Ihwal Bayu Saddera,SELASA,-4.27987,105.491303,Weekly,JUMAT
2893079,WR ARIS,GEDUNG REJO SAKTI RT 007 RW 003 KEL GEDUNG REJO SAKTI,90052449,Beni Saputra,KAMIS GENAP,-4.284893,105.48792,Genap,KAMIS GENAP
2893116,WR.KHOTIJAH,KARYA MAKMUR RT.11-5 KEL.KARYA MAKMUR KEC.PENAWAR AJI,90052449,Beni Saputra,SELASA GENAP,-4.2969382,105.5232193,Genap,KAMIS GENAP
2893128,TK.MAJU JAYA,PADUAN RAJAWALI RT.2-1 KEL.PADUAN RAJAWALI KEC.MERAKSA AJI,90052449,Beni Saputra,KAMIS GANJIL,-4.2880566,105.4150388,Ganjil,KAMIS GANJIL
2893131,WR.SABILA,MAKARTI TAMA RT.1-8 KEL.MAKARTI TAMA KEC.GEDUNG AJI BARU,90052449,Beni Saputra,RABU GENAP,-4.1993858,105.5558226,Genap,SABTU GENAP
2893135,TK.RIKA,MAKARTI TAMA RT.2-9 KEL.MAKARTI TAMA KEC.GEDUNG AJI BARU,90052449,Beni Saputra,RABU GANJIL,-4.190318,105.526088,Ganjil,SABTU GANJIL
2893136,WR.LOLI,MAKARTI TAMA RT.3-10 KEL.MAKARTI TAMA KEC.GEDUNG AJI BARU,90052449,Beni Saputra,RABU GANJIL,-4.1800135,105.5214561,Ganjil,SABTU GANJIL
2893137,WR RUSMINI,MAKARTI TAMA RT 003 RW 009 KEL MAKARTI TAMA KEC GEDUNG AJI,90052449,Beni Saputra,RABU GANJIL,-4.199522,105.5297,Ganjil,SABTU GANJIL
2893154,WR.SELA,MULYO DADI RT.4-2 KEL.MULYO DADI KEC.RAWA PITU,90052449,Beni Saputra,SELASA GENAP,-4.3037191,105.5826601,Genap,SENIN GENAP
2893167,WR.FAHRUR,PANGGUNG JAYA RT.8-4 KEL.PANGGUNG JAYA KEC.RAWA JITU UTARA,90052449,Beni Saputra,JUMAT GANJIL,-4.1529165,105.6507268,Ganjil,SABTU GANJIL
2893169,WR IMAM JAYA,PASAR BATANG RT 003 RW 001 KEL PASAR BATANG KEC PENAWAR AJI,90052449,Beni Saputra,KAMIS GENAP,,,Genap,
2893180,TK.GHOFUR,RAWA PITU SP2-4 RT.14-5 KEL.BATANG HARI KEC.RAWA PITU,90052449,Beni Saputra,SELASA GENAP,-4.3009157,105.5681185,Genap,SELASA GENAP
2893182,WR.YOGI,SIDANG BANDAR ANOM RT.2-4 KEL.SIDANG BANDAR ANOM,90052449,Beni Saputra,JUMAT GANJIL,-4.1711957,105.6618737,Ganjil,SENIN GANJIL
2893188,WR SULYANA,SIDANG GUNUNG TIGA RT 013 RW 003 KEL SIDANG GUNUNG TIGA,90052449,Beni Saputra,JUMAT GENAP,,,Genap,
2893190,WR.ARIYANTO,SIDANG GUNUNG TIGA RT.4-1 KEL.SIDANG GUNUNG TIGA KEC.RAWA,90052449,Beni Saputra,JUMAT GENAP,-4.216463,105.638728,Genap,SABTU GENAP
2893201,WR MBAK RONA,SIDOMEKAR RT 010 RW 003 KEL SIDOMEKAR KEC GEDUNG AJI BARU,90052449,Beni Saputra,RABU GENAP,-4.196024,105.550213,Genap,KAMIS GENAP
2893205,WR.ZOYA,SIDOMEKAR RT.19-6 KEL.SIDOMEKAR KEC.GEDUNG AJI BARU,90052449,Beni Saputra,RABU GENAP,-4.190086,105.544635,Genap,JUMAT GENAP
2893213,WR.UMI MASRUROH,SUKA BHAKTI RT.15-4 KEL.SUKA BHAKTI KEC.GEDUNG AJI BARU,90052449,Beni Saputra,JUMAT GENAP,-4.221696,105.640189,Genap,SENIN GENAP
2893228,WR.MBAH MINEN,SUKARAME RT.5-2 KEL.SUKARAME KEC.MERAKSA AJI,90052301,Ihwal Bayu Saddera,SELASA,-4.282541,105.455304,Weekly,JUMAT
2893243,TK.ALEXI,TELOGO REJO RT.18-4 KEL.TELOGO REJO KEC.RAWA JITU UTARA,90052449,Beni Saputra,JUMAT GANJIL,-4.1231216,105.6589139,Ganjil,SENIN GANJIL
2894592,TK AMI,CANDRA JAYA RT.7-2 KEL.CANDRA JAYA KEC.TULANG BAWANG TENGAH,90052418,Yuda Nurisman,KAMIS GENAP,-4.5977066,105.1480443,Genap,KAMIS GENAP
2913549,WR DEVI SRIAMI,PASAR BATANG RT 010 RW 003 KEL BATANG HARI KEC PENAWAR AJI,90052449,Beni Saputra,KAMIS GENAP,,,Genap,
2913560,WR KHOTIJAH,BANGUN REJO RT 005 RW 003 KEL BANGUN REJO KEC MERAKSA AJI,90052449,Beni Saputra,KAMIS GENAP,,,Genap,
2913584,WR MAS PUR,GEDUNG ASRI RT 016 RW 006 KEL GEDUNG ASRI KEC PENAWAR AJI,90052301,Ihwal Bayu Saddera,SELASA,-4.257012,105.531013,Weekly,RABU
2913594,WR SERLY,GEDUNG REJO SAKTI RT 012 RW 004 KEL GEDUNG REJO SAKTI,90052449,Beni Saputra,KAMIS GENAP,-4.268793,105.488637,Genap,KAMIS GENAP
2913602,WR.SRI WAHYUNI,KARYA BHAKTI RT.2-1 KEL.KARYA BHAKTI KEC.MERAKSA AJI,90052449,Beni Saputra,KAMIS GENAP,-4.2780036,105.4092269,Genap,SELASA GENAP
2913605,WR.JAYA MANDIRI,DS.KECUBUNG MULYA RT.3-4 KEL.KECUBUNG RAYA KEC.GEDUNG AJI,90052449,Beni Saputra,KAMIS GENAP,-4.291219,105.3827896,Genap,SELASA GENAP
2913651,WR MBAK TITIN,DS PASAR BATANG RT 011 RW 004 KEL BATANG HARI KEC PENAWAR,90052449,Beni Saputra,KAMIS GENAP,-4.237193,105.490404,Genap,KAMIS GENAP
2913659,TK ARIS,SIMPANG PEMATANG RT 002 RW 001 KEL SIMPANG PEMATANG,90052442,Rudi Anggoro,SELASA GANJIL,-4.008909,105.247844,Ganjil,RABU GANJIL
2913697,TK AZAM,WONOSARI RT 002 RW 001 KEL WONOSARI KEC MESUJI TIMUR,90052442,Rudi Anggoro,JUMAT GANJIL,-4.024547,105.51426,Ganjil,SENIN GANJIL
2951041,TK.BU KOM,AGUNG JAYA RT.2-1 KEL.BUJUK AGUNG KEC.BANJAR MARGO,90052449,Beni Saputra,SENIN GENAP,-4.220035,105.26377,Genap,RABU GENAP
2951050,TK.RIA JAYA,AJI MURNI JAYA RT.3-2 KEL.AJI MURNI JAYA KEC.GEDUNG AJI,90052418,Yuda Nurisman,SELASA GANJIL,-4.3287541,105.3299547,Ganjil,RABU GANJIL
2951052,TK.LATANSA,BALAI MURNI JAYA RT.3-2 KEL.BALAI MURNI JAYA KEC.BANJAR BARU,90052418,Yuda Nurisman,SELASA GANJIL,-4.344926,105.312394,Ganjil,RABU GANJIL
2951057,TK.SOKA CAKAT,BINA MARGA RT.2-3 KEL.MENGGALA KEC.MENGGALA TIMUR,90052418,Yuda Nurisman,RABU GENAP,-4.419652,105.268787,Genap,RABU GENAP
2951061,TK.GEMI JAYA,BUKO POSO RT.4-6 KEL.BUKO POSO KEC.WAY SERDANG,90052301,Ihwal Bayu Saddera,KAMIS,-4.1721718,105.1527932,Weekly,SENIN
2951063,TK.CICI,CEMPAKA JAYA RT.1-4 KEL.CEMPAKA JAYA KEC.MENGGALA TIMUR,90052418,Yuda Nurisman,SELASA GENAP,-4.382322,105.303404,Genap,RABU GENAP
2951079,WR.YULI,GEDUNG SRI MULYO RT.2-5 KEL.GEDUNG SRI MULYO KEC.WAY SERDANG,90052442,Rudi Anggoro,KAMIS GANJIL,-4.0955244,105.1496426,Ganjil,JUMAT GANJIL
2951092,TK SUKANI,JL.GELATIK NO.30 RT 002 RW 004 KEL TRI REJO MULYO,90052449,Beni Saputra,SABTU GENAP,-4.180601,105.4563,Genap,JUMAT GENAP
2951105,TK.AISYAH,KARYA MURNI JAYA RT.2-2 KEL.KARYA MURNI JAYA KEC.BANJAR BARU,90052418,Yuda Nurisman,SELASA GANJIL,-4.347733,105.314276,Ganjil,RABU GANJIL
2951121,TK.NAJWA,LABUHAN MULYA RT.1-3 KEL.LABUHAN MULYA KEC.WAY SERDANG,90052442,Rudi Anggoro,KAMIS GANJIL,-4.1381916,105.0937695,Ganjil,JUMAT GANJIL
2951126,TK.AFNAN,LABUHAN MULYA RT.2-5 KEL.LABUHAN MULYA KEC.WAY SERDANG,90052442,Rudi Anggoro,KAMIS GANJIL,-4.1380123,105.090353,Ganjil,JUMAT GANJIL
2951147,TK.SANI,PANCA MULYA RT.1-5 KEL.PANCA MULYA KEC.BANJAR BARU,90052418,Yuda Nurisman,SABTU GENAP,-4.3508671,105.1972183,Genap,JUMAT GENAP
2951168,WR BU WAGIYEM,PULO GADUNG RT 006 RW 002 KEL PULO GADUNG KEC PENAWAR TAMA,90052449,Beni Saputra,RABU GANJIL,,,Ganjil,
2951179,TK.INDAH,SUMBER REJO RT.2-2 KEL.SUMBER REJO KEC.LAMBU KIBANG,90052418,Yuda Nurisman,SABTU GANJIL,-4.351777,105.119341,Ganjil,JUMAT GANJIL
2951328,TK.AIDA,PENAWAR BARU RT.2-1 KEL.PENAWAR BARU KEC.GEDUNG AJI,90052418,Yuda Nurisman,SELASA GANJIL,-4.342235,105.3259566,Ganjil,RABU GANJIL
2951347,TK DANI CELL,SUMBER REJO RT 016 RW 002 KEL SUMBER REJO KEC LAMBU KIBANG,90052418,Yuda Nurisman,SABTU GANJIL,,,Ganjil,
3121782,TK.KIYAI AZKHA,KAGUNGAN DALAM RT.1-3 KEL.KAGUNGAN DALAM KEC.MENGGALA,90052301,Ihwal Bayu Saddera,SENIN,-4.573078,105.213553,Weekly,SELASA
3121795,TK YULI,MULYA JAYA RT 025 RW 005 KEL MULYA JAYA KEC TULANG BAWANG,90052418,Yuda Nurisman,JUMAT GANJIL,-4.571193,105.140376,Ganjil,SELASA GANJIL
3121804,TK DATATRONIK,MULYA KENCANA RT 004 RW 003 KEL MULYA KENCANA KEC TULANG,90052418,Yuda Nurisman,JUMAT GANJIL,-4.56634,105.148165,Ganjil,SELASA GANJIL
3121807,TK.NOVA JAYA,PULUNG KENCANA RT.2-2 KEL.PULUNG KENCANA KEC.TULANG BAWANG,90052418,Yuda Nurisman,KAMIS GANJIL,-4.589421,105.101457,Ganjil,SELASA GANJIL
3121821,TK.JAYA PRANATA,BANDAR DEWA RT.1-1 KEL.BANDAR DEWA KEC.TULANG BAWANG TENGAH,90052301,Ihwal Bayu Saddera,SENIN,-4.4716945,105.0837058,Weekly,SELASA
3121914,TK RADAL,MULYA KENCANA RT 006 RW 005 KEL MULYA KENCANA KEC TULANG,90052418,Yuda Nurisman,KAMIS GENAP,-4.583588,105.151244,Genap,KAMIS GENAP
3121959,TK KARMINI,PANARAGAN JAYA UTAMA RT 002 RW 005 KEC TULANG BAWANG TENGAH,90052418,Yuda Nurisman,RABU GANJIL,-4.521168,105.068782,Ganjil,KAMIS GANJIL
3121970,TK HASIM,PANARAGAN RT 003 RW 003 KEL PANARAGAN KEC TULANG BAWANG,90052418,Yuda Nurisman,RABU GANJIL,-4.477535,105.08227,Ganjil,JUMAT GANJIL
